value_en	description_en	codesystem	code	description_code
SSEL XT CRE V2, 16 rxn by Agilent Technologies	SSEL XT CRE V2, 16 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT521	SSEL XT CRE V2, 16 rxn by Agilent Technologies
SureSelectXT2 DNA Kinome, 96 samples wit by Agilent Technologies	SureSelectXT2 DNA Kinome, 96 samples wit by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT136	SureSelectXT2 DNA Kinome, 96 samples wit by Agilent Technologies
HaloPlex 501kb-2.5Mb, ILM, 96 by Agilent Technologies	HaloPlex 501kb-2.5Mb, ILM, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT576	HaloPlex 501kb-2.5Mb, ILM, 96 by Agilent Technologies
SureSelectXT2 Custom 3-5.9Mb, 96, Auto by Agilent Technologies	SureSelectXT2 Custom 3-5.9Mb, 96, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT174	SureSelectXT2 Custom 3-5.9Mb, 96, Auto by Agilent Technologies
SureSelectXT Custom 1Kb-499kb, 16, RO by Agilent Technologies	SureSelectXT Custom 1Kb-499kb, 16, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT242	SureSelectXT Custom 1Kb-499kb, 16, RO by Agilent Technologies
KAPA Stranded RNA-Seq with RiboErase (HMR) 96 Reactions by Roche	KAPA Stranded RNA-Seq with RiboErase (HMR) 96 Reactions by Roche sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT55	KAPA Stranded RNA-Seq with RiboErase (HMR) 96 Reactions by Roche
SSEL XT HS 17-32 + V6+UTR, 16rxn by Agilent Technologies	SSEL XT HS 17-32 + V6+UTR, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT474	SSEL XT HS 17-32 + V6+UTR, 16rxn by Agilent Technologies
OneSeq Hi Res Backbone, 1-499Kb, 96 by Agilent Technologies	OneSeq Hi Res Backbone, 1-499Kb, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT559	OneSeq Hi Res Backbone, 1-499Kb, 96 by Agilent Technologies
SSEL XT Low Inp 97-192+V6+UTR,96rxnAU by Agilent Technologies	SSEL XT Low Inp 97-192+V6+UTR,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT479	SSEL XT Low Inp 97-192+V6+UTR,96rxnAU by Agilent Technologies
SSEL XT Focused Exome, 96 rxn, auto by Agilent Technologies	SSEL XT Focused Exome, 96 rxn, auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT532	SSEL XT Focused Exome, 96 rxn, auto by Agilent Technologies
SSEL XT2 Focused Exome, 16 rxn by Agilent Technologies	SSEL XT2 Focused Exome, 16 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT497	SSEL XT2 Focused Exome, 16 rxn by Agilent Technologies
EpiNext Bisulfite Sequencing Kit (Illumina) by EpiGentek	EpiNext Bisulfite Sequencing Kit (Illumina) by EpiGentek sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT19	EpiNext Bisulfite Sequencing Kit (Illumina) by EpiGentek
SureSelectXT2 Custom 1kb-499kb, 480, RO by Agilent Technologies	SureSelectXT2 Custom 1kb-499kb, 480, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT161	SureSelectXT2 Custom 1kb-499kb, 480, RO by Agilent Technologies
SureSelectXT2 Custom 3-5.9Mb, 16, RO by Agilent Technologies	SureSelectXT2 Custom 3-5.9Mb, 16, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT169	SureSelectXT2 Custom 3-5.9Mb, 16, RO by Agilent Technologies
HaloPlex 2.6Mb-5Mb, ILM, 48 by Agilent Technologies	HaloPlex 2.6Mb-5Mb, ILM, 48 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT573	HaloPlex 2.6Mb-5Mb, ILM, 48 by Agilent Technologies
MuSeek Library Preparation Kit, Illumina compatible by Thermo Fisher Scientific	MuSeek Library Preparation Kit, Illumina compatible by Thermo Fisher Scientific sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT98	MuSeek Library Preparation Kit, Illumina compatible by Thermo Fisher Scientific
SureSelectXT2 Custom 6-11.9Mb, 16 by Agilent Technologies	SureSelectXT2 Custom 6-11.9Mb, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT120	SureSelectXT2 Custom 6-11.9Mb, 16 by Agilent Technologies
SSel XT HS 17-32 + CREv2, 16rxn by Agilent Technologies	SSel XT HS 17-32 + CREv2, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT369	SSel XT HS 17-32 + CREv2, 16rxn by Agilent Technologies
SureSelectXT HumanAllExon V4+UTRs, 96 by Agilent Technologies	SureSelectXT HumanAllExon V4+UTRs, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT228	SureSelectXT HumanAllExon V4+UTRs, 96 by Agilent Technologies
SureSelect RNA 0.5-2.9Mb, 480 by Agilent Technologies	SureSelect RNA 0.5-2.9Mb, 480 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT300	SureSelect RNA 0.5-2.9Mb, 480 by Agilent Technologies
SureSelectQXT Reagent Kit, ILM, 96 by Agilent Technologies	SureSelectQXT Reagent Kit, ILM, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT275	SureSelectQXT Reagent Kit, ILM, 96 by Agilent Technologies
SSELXT Human All Exon V6, 96 rxn,auto by Agilent Technologies	SSELXT Human All Exon V6, 96 rxn,auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT465	SSELXT Human All Exon V6, 96 rxn,auto by Agilent Technologies
SSELXT2 Human All Exon V6 Plus 1, 96rxn by Agilent Technologies	SSELXT2 Human All Exon V6 Plus 1, 96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT435	SSELXT2 Human All Exon V6 Plus 1, 96rxn by Agilent Technologies
ClearSeq Comprehensive Cancer Plus,16, X by Agilent Technologies	ClearSeq Comprehensive Cancer Plus,16, X by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT602	ClearSeq Comprehensive Cancer Plus,16, X by Agilent Technologies
SSel XT Low Inp 1-96+V6+,96rxnAU by Agilent Technologies	SSel XT Low Inp 1-96+V6+,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT330	SSel XT Low Inp 1-96+V6+,96rxnAU by Agilent Technologies
SSel XT HS 96 + V6, 96rxn by Agilent Technologies	SSel XT HS 96 + V6, 96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT381	SSel XT HS 96 + V6, 96rxn by Agilent Technologies
SSEL XT2 Focused Exome, 96 rxn, auto by Agilent Technologies	SSEL XT2 Focused Exome, 96 rxn, auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT499	SSEL XT2 Focused Exome, 96 rxn, auto by Agilent Technologies
SureSelect SS RNA Library Prep, ILM, 96 by Agilent Technologies	SureSelect SS RNA Library Prep, ILM, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT319	SureSelect SS RNA Library Prep, ILM, 96 by Agilent Technologies
iDeal ChIP-seq kit for Histones x100 by Diagenode	iDeal ChIP-seq kit for Histones x100 by Diagenode sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT36	iDeal ChIP-seq kit for Histones x100 by Diagenode
HaloPlexHS 501kb - 2.5Mb, ILM, 48 by Agilent Technologies	HaloPlexHS 501kb - 2.5Mb, ILM, 48 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT589	HaloPlexHS 501kb - 2.5Mb, ILM, 48 by Agilent Technologies
SSELXT Human All Exon V7 Plus2, 16Rxn by Agilent Technologies	SSELXT Human All Exon V7 Plus2, 16Rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT471	SSELXT Human All Exon V7 Plus2, 16Rxn by Agilent Technologies
ClearSeq Inherited Disease, 96 auto, XT2 by Agilent Technologies	ClearSeq Inherited Disease, 96 auto, XT2 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT565	ClearSeq Inherited Disease, 96 auto, XT2 by Agilent Technologies
KAPA Low throughput Library Preparation KitIllumina, with bead, PCR-free by Roche	KAPA Low throughput Library Preparation KitIllumina, with bead, PCR-free by Roche sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT46	KAPA Low throughput Library Preparation KitIllumina, with bead, PCR-free by Roche
SSel XT HS 1-16 + CREv2+, 16rxn by Agilent Technologies	SSel XT HS 1-16 + CREv2+, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT358	SSel XT HS 1-16 + CREv2+, 16rxn by Agilent Technologies
SSel XT Low Inp 97-192+1-499 kb,96rxnAU by Agilent Technologies	SSel XT Low Inp 97-192+1-499 kb,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT333	SSel XT Low Inp 97-192+1-499 kb,96rxnAU by Agilent Technologies
SeqCap RNA Choice XL Enrichment Kit by Roche NimbleGen	SeqCap RNA Choice XL Enrichment Kit by Roche NimbleGen sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT86	SeqCap RNA Choice XL Enrichment Kit by Roche NimbleGen
SSELXT HS 17-32 + V7, 16 rxn by Agilent Technologies	SSELXT HS 17-32 + V7, 16 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT452	SSELXT HS 17-32 + V7, 16 rxn by Agilent Technologies
SSELXT Human All Exon V6+COSMIC V6, 16 by Agilent Technologies	SSELXT Human All Exon V6+COSMIC V6, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT458	SSELXT Human All Exon V6+COSMIC V6, 16 by Agilent Technologies
Auto iDeal ChIP-seq Kit for Transcription Factors x24 by Diagenode	Auto iDeal ChIP-seq Kit for Transcription Factors x24 by Diagenode sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT26	Auto iDeal ChIP-seq Kit for Transcription Factors x24 by Diagenode
ClearSeq AML, HS, ILM, 96 by Agilent Technologies	ClearSeq AML, HS, ILM, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT81	ClearSeq AML, HS, ILM, 96 by Agilent Technologies
SureSelectXT Custom 3-5.9Mb, 480, Auto by Agilent Technologies	SureSelectXT Custom 3-5.9Mb, 480, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT254	SureSelectXT Custom 3-5.9Mb, 480, Auto by Agilent Technologies
SSel XT Low Inp 97-192+CCP,96rxnAU by Agilent Technologies	SSel XT Low Inp 97-192+CCP,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT337	SSel XT Low Inp 97-192+CCP,96rxnAU by Agilent Technologies
SSELXT2 Clinical Research Exome, 16rxn by Agilent Technologies	SSELXT2 Clinical Research Exome, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT429	SSELXT2 Clinical Research Exome, 16rxn by Agilent Technologies
SSEL XT Human All Exon V5, 96, Auto by Agilent Technologies	SSEL XT Human All Exon V5, 96, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT477	SSEL XT Human All Exon V5, 96, Auto by Agilent Technologies
HaloPlex Custom - 1-250kb, Ion Torrent, by Agilent Technologies	HaloPlex Custom - 1-250kb, Ion Torrent, by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT578	HaloPlex Custom - 1-250kb, Ion Torrent, by Agilent Technologies
SSEL XT CRE V2 Plus 1, 96 auto by Agilent Technologies	SSEL XT CRE V2 Plus 1, 96 auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT516	SSEL XT CRE V2 Plus 1, 96 auto by Agilent Technologies
SureSelectXT2 Custom 12-24Mb, 96, RO by Agilent Technologies	SureSelectXT2 Custom 12-24Mb, 96, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT155	SureSelectXT2 Custom 12-24Mb, 96, RO by Agilent Technologies
SureSelectXT2 Human All Exon V4+UTRs, 16 by Agilent Technologies	SureSelectXT2 Human All Exon V4+UTRs, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT138	SureSelectXT2 Human All Exon V4+UTRs, 16 by Agilent Technologies
SureSelectXT Methyl Reagent kit, HSQ,96 by Agilent Technologies	SureSelectXT Methyl Reagent kit, HSQ,96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT180	SureSelectXT Methyl Reagent kit, HSQ,96 by Agilent Technologies
SSELXT Low Input 1-96+V7 Plus 2,96 Auto by Agilent Technologies	SSELXT Low Input 1-96+V7 Plus 2,96 Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT422	SSELXT Low Input 1-96+V7 Plus 2,96 Auto by Agilent Technologies
KAPA HyperPrep Kits by Roche	KAPA HyperPrep Kits by Roche sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT60	KAPA HyperPrep Kits by Roche
SureSelectXT2 Custom 6-11.9Mb, 96, Auto by Agilent Technologies	SureSelectXT2 Custom 6-11.9Mb, 96, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT126	SureSelectXT2 Custom 6-11.9Mb, 96, Auto by Agilent Technologies
SureSelect RNA 1Kb-499kb, 480 by Agilent Technologies	SureSelect RNA 1Kb-499kb, 480 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT307	SureSelect RNA 1Kb-499kb, 480 by Agilent Technologies
OneSeq 1Mb CNV Backbone+12-24 Mb, 96 by Agilent Technologies	OneSeq 1Mb CNV Backbone+12-24 Mb, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT541	OneSeq 1Mb CNV Backbone+12-24 Mb, 96 by Agilent Technologies
SureSelectXT Custom 3-5.9Mb,480,Auto,RO by Agilent Technologies	SureSelectXT Custom 3-5.9Mb,480,Auto,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT260	SureSelectXT Custom 3-5.9Mb,480,Auto,RO by Agilent Technologies
SureSelect XT Human All Exon V4+UTRs, 48 by Agilent Technologies	SureSelect XT Human All Exon V4+UTRs, 48 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT322	SureSelect XT Human All Exon V4+UTRs, 48 by Agilent Technologies
SSELXT2 Human All Exon V7 Plus2, 16Rxn by Agilent Technologies	SSELXT2 Human All Exon V7 Plus2, 16Rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT389	SSELXT2 Human All Exon V7 Plus2, 16Rxn by Agilent Technologies
SSELXT HS 1-32 + V7, 96 rxn by Agilent Technologies	SSELXT HS 1-32 + V7, 96 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT449	SSELXT HS 1-32 + V7, 96 rxn by Agilent Technologies
SSELXT Human All Exon V6Plus 1, 96 auto by Agilent Technologies	SSELXT Human All Exon V6Plus 1, 96 auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT466	SSELXT Human All Exon V6Plus 1, 96 auto by Agilent Technologies
SSELXT Clinical Research Exome, 96 by Agilent Technologies	SSELXT Clinical Research Exome, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT443	SSELXT Clinical Research Exome, 96 by Agilent Technologies
SSELXT2 Human All Exon V6+UTR, 96 by Agilent Technologies	SSELXT2 Human All Exon V6+UTR, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT383	SSELXT2 Human All Exon V6+UTR, 96 by Agilent Technologies
SSELXT HS 1-32 + V7 Plus 1, 96 rxn by Agilent Technologies	SSELXT HS 1-32 + V7 Plus 1, 96 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT447	SSELXT HS 1-32 + V7 Plus 1, 96 rxn by Agilent Technologies
SureSelectXT Custom 12-24Mb, 480, RO by Agilent Technologies	SureSelectXT Custom 12-24Mb, 480, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT235	SureSelectXT Custom 12-24Mb, 480, RO by Agilent Technologies
SureSelectXT Bovine All Exon, 480 by Agilent Technologies	SureSelectXT Bovine All Exon, 480 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT277	SureSelectXT Bovine All Exon, 480 by Agilent Technologies
SSel XT Low Inp 1-96+0.5-2.9 Mb,96rxnAU by Agilent Technologies	SSel XT Low Inp 1-96+0.5-2.9 Mb,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT382	SSel XT Low Inp 1-96+0.5-2.9 Mb,96rxnAU by Agilent Technologies
OneSeq 1Mb CNV Backbone+0.5-2.9Mb, 16 by Agilent Technologies	OneSeq 1Mb CNV Backbone+0.5-2.9Mb, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT536	OneSeq 1Mb CNV Backbone+0.5-2.9Mb, 16 by Agilent Technologies
SureSelectXT2 Custom 1kb-499kb,480, Auto by Agilent Technologies	SureSelectXT2 Custom 1kb-499kb,480, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT164	SureSelectXT2 Custom 1kb-499kb,480, Auto by Agilent Technologies
SureSelectQXT Reagent Kit NSQ, 96 by Agilent Technologies	SureSelectQXT Reagent Kit NSQ, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT273	SureSelectQXT Reagent Kit NSQ, 96 by Agilent Technologies
RiboMinus Eukaryote Kit for RNA-Seq by Thermo Fisher Scientific	RiboMinus Eukaryote Kit for RNA-Seq by Thermo Fisher Scientific sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT99	RiboMinus Eukaryote Kit for RNA-Seq by Thermo Fisher Scientific
SSel XT Low Inp 1-96+CREv2,96rxnAU by Agilent Technologies	SSel XT Low Inp 1-96+CREv2,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT329	SSel XT Low Inp 1-96+CREv2,96rxnAU by Agilent Technologies
SSELXT Human All Exon V7, 16 rxn by Agilent Technologies	SSELXT Human All Exon V7, 16 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT414	SSELXT Human All Exon V7, 16 rxn by Agilent Technologies
SSel XT HS 1-16 + V6+, 16rxn by Agilent Technologies	SSel XT HS 1-16 + V6+, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT360	SSel XT HS 1-16 + V6+, 16rxn by Agilent Technologies
Auto iDeal ChIP-seq Kit for Transcription Factors by Diagenode	Auto iDeal ChIP-seq Kit for Transcription Factors by Diagenode sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT25	Auto iDeal ChIP-seq Kit for Transcription Factors by Diagenode
SSELXT Human All Exon V7 Plus1, 96Rxn by Agilent Technologies	SSELXT Human All Exon V7 Plus1, 96Rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT470	SSELXT Human All Exon V7 Plus1, 96Rxn by Agilent Technologies
HaloPlex Prepack Reagents, ILMN, 16rxn by Agilent Technologies	HaloPlex Prepack Reagents, ILMN, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT582	HaloPlex Prepack Reagents, ILMN, 16rxn by Agilent Technologies
SSELXT2 Human All Exon V7 Plus2,96 Auto by Agilent Technologies	SSELXT2 Human All Exon V7 Plus2,96 Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT391	SSELXT2 Human All Exon V7 Plus2,96 Auto by Agilent Technologies
SureSelectXT2 HumanAllExon V5+UTRs, 16 by Agilent Technologies	SureSelectXT2 HumanAllExon V5+UTRs, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT144	SureSelectXT2 HumanAllExon V5+UTRs, 16 by Agilent Technologies
SSel XT HS 96 + 1-499 kb, 96rxn by Agilent Technologies	SSel XT HS 96 + 1-499 kb, 96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT373	SSel XT HS 96 + 1-499 kb, 96rxn by Agilent Technologies
SureSelectXT Methyl Reagent kit,HSQ,480 by Agilent Technologies	SureSelectXT Methyl Reagent kit,HSQ,480 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT181	SureSelectXT Methyl Reagent kit,HSQ,480 by Agilent Technologies
SureSelectXT Mouse All Exon, 480 samples by Agilent Technologies	SureSelectXT Mouse All Exon, 480 samples by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT183	SureSelectXT Mouse All Exon, 480 samples by Agilent Technologies
SSel XT HS 17-32 + 1-499 kb, 16rxn by Agilent Technologies	SSel XT HS 17-32 + 1-499 kb, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT363	SSel XT HS 17-32 + 1-499 kb, 16rxn by Agilent Technologies
SureSelectXT HumanAllExon V5+UTRs, 16 by Agilent Technologies	SureSelectXT HumanAllExon V5+UTRs, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT176	SureSelectXT HumanAllExon V5+UTRs, 16 by Agilent Technologies
ClearSeq Comprehensive Cancer,16, XT by Agilent Technologies	ClearSeq Comprehensive Cancer,16, XT by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT605	ClearSeq Comprehensive Cancer,16, XT by Agilent Technologies
SureSelectXT2 Custom0.5-2.9Mb,96,Auto,RO by Agilent Technologies	SureSelectXT2 Custom0.5-2.9Mb,96,Auto,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT130	SureSelectXT2 Custom0.5-2.9Mb,96,Auto,RO by Agilent Technologies
SeqCap RNA Choice Enrichment Kit by Roche NimbleGen	SeqCap RNA Choice Enrichment Kit by Roche NimbleGen sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT85	SeqCap RNA Choice Enrichment Kit by Roche NimbleGen
OneSeq Hi Res Backbone,6-11.9Mb,96 Auto by Agilent Technologies	OneSeq Hi Res Backbone,6-11.9Mb,96 Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT507	OneSeq Hi Res Backbone,6-11.9Mb,96 Auto by Agilent Technologies
HaloPlex Cancer Research Panel, ILM, 16 by Agilent Technologies	HaloPlex Cancer Research Panel, ILM, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT577	HaloPlex Cancer Research Panel, ILM, 16 by Agilent Technologies
ClearSeq Inherited Disease, 96 auto, XT by Agilent Technologies	ClearSeq Inherited Disease, 96 auto, XT by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT564	ClearSeq Inherited Disease, 96 auto, XT by Agilent Technologies
SureSelectQXT Reagent Kit NSQ, 16 by Agilent Technologies	SureSelectQXT Reagent Kit NSQ, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT272	SureSelectQXT Reagent Kit NSQ, 16 by Agilent Technologies
SureSelectXT Custom 6-11.9Mb, 480, RO by Agilent Technologies	SureSelectXT Custom 6-11.9Mb, 480, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT206	SureSelectXT Custom 6-11.9Mb, 480, RO by Agilent Technologies
SSEL XT2 CRE V2, 96 rxn by Agilent Technologies	SSEL XT2 CRE V2, 96 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT490	SSEL XT2 CRE V2, 96 rxn by Agilent Technologies
KAPA Library Quantification Kits by Roche	KAPA Library Quantification Kits by Roche sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT44	KAPA Library Quantification Kits by Roche
SureSelectXT Custom 0.5-2.9Mb,480,Aut,RO by Agilent Technologies	SureSelectXT Custom 0.5-2.9Mb,480,Aut,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT288	SureSelectXT Custom 0.5-2.9Mb,480,Aut,RO by Agilent Technologies
SureSelectXT Bovine All Exon, 96, Auto by Agilent Technologies	SureSelectXT Bovine All Exon, 96, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT280	SureSelectXT Bovine All Exon, 96, Auto by Agilent Technologies
MuSeek Barcode Set 1, Ion Torrent compatible by Thermo Fisher Scientific	MuSeek Barcode Set 1, Ion Torrent compatible by Thermo Fisher Scientific sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT96	MuSeek Barcode Set 1, Ion Torrent compatible by Thermo Fisher Scientific
SSXT Human All ExonV5+MHC, 96, Auto by Agilent Technologies	SSXT Human All ExonV5+MHC, 96, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT403	SSXT Human All ExonV5+MHC, 96, Auto by Agilent Technologies
SureSelectXT2 Custom 1kb-499kb,480,Au,RO by Agilent Technologies	SureSelectXT2 Custom 1kb-499kb,480,Au,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT165	SureSelectXT2 Custom 1kb-499kb,480,Au,RO by Agilent Technologies
SureSelectXT2 Custom 6-11.9Mb, 480, RO by Agilent Technologies	SureSelectXT2 Custom 6-11.9Mb, 480, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT124	SureSelectXT2 Custom 6-11.9Mb, 480, RO by Agilent Technologies
SSel XT Low Input 1-96+CCP,96rxn by Agilent Technologies	SSel XT Low Input 1-96+CCP,96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT348	SSel XT Low Input 1-96+CCP,96rxn by Agilent Technologies
CATS mRNA-seq (with polyA selection) by Diagenode	CATS mRNA-seq (with polyA selection) by Diagenode sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT30	CATS mRNA-seq (with polyA selection) by Diagenode
SureSelectXT2 Custom 1kb-499kb, 96, RO by Agilent Technologies	SureSelectXT2 Custom 1kb-499kb, 96, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT163	SureSelectXT2 Custom 1kb-499kb, 96, RO by Agilent Technologies
SSel XT Low Input 97-192+6-11.9 Mb,96rxn by Agilent Technologies	SSel XT Low Input 97-192+6-11.9 Mb,96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT296	SSel XT Low Input 97-192+6-11.9 Mb,96rxn by Agilent Technologies
NEXTFLEX UDI Barcodes (1-1,536) by PerkinElmer	NEXTFLEX UDI Barcodes (1-1,536) by PerkinElmer sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT11	NEXTFLEX UDI Barcodes (1-1,536) by PerkinElmer
SureSelectXT2 Custom 0.5-2.9Mb, 96 by Agilent Technologies	SureSelectXT2 Custom 0.5-2.9Mb, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT203	SureSelectXT2 Custom 0.5-2.9Mb, 96 by Agilent Technologies
