value_en	description_en	codesystem	code	description_code
baleen plate bristle	baleen plate bristle	UBERON	0012106	baleen plate bristle
posterior choroidal artery	posterior choroidal artery	UBERON	0014697	posterior choroidal artery
left colon	left colon	UBERON	0008971	left colon
aboral subdivision of organism	aboral subdivision of organism	UBERON	0008259	aboral subdivision of organism
manual digit metacarpus pre-cartilage condensation	manual digit metacarpus pre-cartilage condensation	UBERON	0010698	manual digit metacarpus pre-cartilage condensation
pygostyle	pygostyle	UBERON	0007801	pygostyle
oculomotor foramen	oculomotor foramen	UBERON	3000332	oculomotor foramen
ventral larval melanophore stripe	ventral larval melanophore stripe	UBERON	2005222	ventral larval melanophore stripe
mineralized cartilage tissue	mineralized cartilage tissue	UBERON	4000088	mineralized cartilage tissue
compact bone tissue	compact bone tissue	UBERON	0001439	compact bone tissue
compound organ	compound organ	UBERON	0003103	compound organ
brain marginal zone	brain marginal zone	UBERON	0010403	brain marginal zone
paraflocculus	paraflocculus	UBERON	0005351	paraflocculus
posterolateral vomerine process	posterolateral vomerine process	UBERON	3000453	posterolateral vomerine process
perineal body	perineal body	UBERON	0006654	perineal body
nephrogenic zone	nephrogenic zone	UBERON	0009871	nephrogenic zone
egg yolk	egg yolk	UBERON	0007378	egg yolk
patella pre-cartilage condensation	patella pre-cartilage condensation	UBERON	0012081	patella pre-cartilage condensation
posteroventral cochlear nucleus	posteroventral cochlear nucleus	UBERON	0002831	posteroventral cochlear nucleus
profundus foramen	profundus foramen	UBERON	4300144	profundus foramen
laryngeal intrinsic ligament	laryngeal intrinsic ligament	UBERON	0006325	laryngeal intrinsic ligament
mucous acinus	mucous acinus	UBERON	0014717	mucous acinus
ascitic fluid	ascitic fluid	UBERON	0007795	ascitic fluid
pedal digit 1 metatarsal cartilage element	pedal digit 1 metatarsal cartilage element	UBERON	0010557	pedal digit 1 metatarsal cartilage element
posterior lateral line system	posterior lateral line system	UBERON	2001471	posterior lateral line system
upper lip protuberances	upper lip protuberances	UBERON	3010091	upper lip protuberances
anterior semicircular duct	anterior semicircular duct	UBERON	0001857	anterior semicircular duct
perilymphatic space	perilymphatic space	UBERON	0002278	perilymphatic space
cerebellum hemisphere lobule	cerebellum hemisphere lobule	UBERON	0004003	cerebellum hemisphere lobule
extraembryonic portion of umbilical artery	extraembryonic portion of umbilical artery	UBERON	0011693	extraembryonic portion of umbilical artery
apophysis	apophysis	UBERON	0006770	apophysis
ramules cutaneous	ramules cutaneous	UBERON	3010668	ramules cutaneous
third cervical dorsal root ganglion	third cervical dorsal root ganglion	UBERON	0002840	third cervical dorsal root ganglion
longissimus cervicis muscle	longissimus cervicis muscle	UBERON	0001402	longissimus cervicis muscle
superior phrenic vein	superior phrenic vein	UBERON	0012237	superior phrenic vein
hyoid apparatus opening	hyoid apparatus opening	UBERON	3000681	hyoid apparatus opening
parakeratinized epithelium of tongue	parakeratinized epithelium of tongue	UBERON	0006918	parakeratinized epithelium of tongue
upper jaw symphyseal tooth	upper jaw symphyseal tooth	UBERON	4300135	upper jaw symphyseal tooth
scala media	scala media	UBERON	0002295	scala media
musculus rectus abdominis profundus	musculus rectus abdominis profundus	UBERON	3010792	musculus rectus abdominis profundus
pre-narial cartilage	pre-narial cartilage	UBERON	2001752	pre-narial cartilage
orbital cavity	orbital cavity	UBERON	0004867	orbital cavity
epural 3	epural 3	UBERON	2002251	epural 3
filum terminale	filum terminale	UBERON	0005443	filum terminale
epural 2	epural 2	UBERON	2002250	epural 2
uvular muscle	uvular muscle	UBERON	0010235	uvular muscle
epural 1	epural 1	UBERON	2002252	epural 1
opercle	opercle	UBERON	2000250	opercle
medial orbital sulcus	medial orbital sulcus	UBERON	0026391	medial orbital sulcus
iliocostalis muscle	iliocostalis muscle	UBERON	0002251	iliocostalis muscle
prenasal ossicle	prenasal ossicle	UBERON	4500005	prenasal ossicle
vidian nerve	vidian nerve	UBERON	0018412	vidian nerve
inner nuclear layer of retina	inner nuclear layer of retina	UBERON	0001791	inner nuclear layer of retina
superior gemellus muscle	superior gemellus muscle	UBERON	0019203	superior gemellus muscle
midbrain hindbrain boundary neural keel	midbrain hindbrain boundary neural keel	UBERON	2007045	midbrain hindbrain boundary neural keel
future nervous system	future nervous system	UBERON	0016880	future nervous system
colostrum	colostrum	UBERON	0001914	colostrum
flight feather	flight feather	UBERON	0011793	flight feather
metanephric S-shaped body	metanephric S-shaped body	UBERON	0005148	metanephric S-shaped body
prostatic urethra	prostatic urethra	UBERON	0001335	prostatic urethra
hindlimb zeugopod bone	hindlimb zeugopod bone	UBERON	0004251	hindlimb zeugopod bone
neural decussation	neural decussation	UBERON	0007418	neural decussation
retractor lateralis anterior muscle	retractor lateralis anterior muscle	UBERON	0017099	retractor lateralis anterior muscle
superficial cerebral vein	superficial cerebral vein	UBERON	0016559	superficial cerebral vein
blood feather	blood feather	UBERON	0014480	blood feather
stratum lucidum of uncal CA3	stratum lucidum of uncal CA3	UBERON	0034870	stratum lucidum of uncal CA3
female inguinal canal	female inguinal canal	UBERON	0004353	female inguinal canal
right hemisphere of cerebellum	right hemisphere of cerebellum	UBERON	0014890	right hemisphere of cerebellum
cranial deep lymph node	cranial deep lymph node	UBERON	0015926	cranial deep lymph node
pharyngeal gland	pharyngeal gland	UBERON	0003295	pharyngeal gland
right extraembryonic umbilical vein	right extraembryonic umbilical vein	UBERON	0014788	right extraembryonic umbilical vein
spinalis thoracis muscle	spinalis thoracis muscle	UBERON	0001405	spinalis thoracis muscle
aryepiglotticus muscle	aryepiglotticus muscle	UBERON	0011025	aryepiglotticus muscle
superficial pretectal nucleus	superficial pretectal nucleus	UBERON	0035568	superficial pretectal nucleus
medial saphenous vein	medial saphenous vein	UBERON	0007319	medial saphenous vein
epithelium of bronchiole	epithelium of bronchiole	UBERON	0002051	epithelium of bronchiole
feather muscle	feather muscle	UBERON	0011792	feather muscle
left ventricular compact myocardium	left ventricular compact myocardium	UBERON	0005063	left ventricular compact myocardium
zona glomerulosa of adrenal gland	zona glomerulosa of adrenal gland	UBERON	0002053	zona glomerulosa of adrenal gland
musculature of leg	musculature of leg	UBERON	0004466	musculature of leg
stratum pyramidale of uncal CA1	stratum pyramidale of uncal CA1	UBERON	0034860	stratum pyramidale of uncal CA1
lateral mammillary nucleus	lateral mammillary nucleus	UBERON	0001938	lateral mammillary nucleus
stratum pyramidale of uncal CA2	stratum pyramidale of uncal CA2	UBERON	0034865	stratum pyramidale of uncal CA2
stratum pyramidale of uncal CA3	stratum pyramidale of uncal CA3	UBERON	0034871	stratum pyramidale of uncal CA3
pancreas	pancreas	UBERON	0001264	pancreas
exocrine system	exocrine system	UBERON	0002330	exocrine system
kidney blood vessel	kidney blood vessel	UBERON	0003517	kidney blood vessel
individual digit of digitopodial skeleton	individual digit of digitopodial skeleton	UBERON	5102544	individual digit of digitopodial skeleton
sensory pore	sensory pore	UBERON	0018357	sensory pore
middle temporal artery	middle temporal artery	UBERON	0035042	middle temporal artery
fossa ovalis of heart	fossa ovalis of heart	UBERON	0003369	fossa ovalis of heart
sacro-iliac joint	sacro-iliac joint	UBERON	0001365	sacro-iliac joint
body marking	body marking	UBERON	2002284	body marking
pectoral fin distal radial element	pectoral fin distal radial element	UBERON	2101588	pectoral fin distal radial element
elastic cartilage tissue	elastic cartilage tissue	UBERON	0001996	elastic cartilage tissue
insect leg	insect leg	UBERON	0005895	insect leg
nail of pedal digit 1	nail of pedal digit 1	UBERON	0011278	nail of pedal digit 1
nail of pedal digit 3	nail of pedal digit 3	UBERON	0011280	nail of pedal digit 3
nail of pedal digit 2	nail of pedal digit 2	UBERON	0011279	nail of pedal digit 2
nail of pedal digit 5	nail of pedal digit 5	UBERON	0011282	nail of pedal digit 5
nail of pedal digit 4	nail of pedal digit 4	UBERON	0011281	nail of pedal digit 4
paired fin spine	paired fin spine	UBERON	4500009	paired fin spine
pseudoarciferal girdle	pseudoarciferal girdle	UBERON	3000944	pseudoarciferal girdle
first sacral spinal cord segment	first sacral spinal cord segment	UBERON	0006460	first sacral spinal cord segment
finger fringes	finger fringes	UBERON	3010123	finger fringes
endochondral bone tissue	endochondral bone tissue	UBERON	0004763	endochondral bone tissue
urethra skeletal muscle tissue	urethra skeletal muscle tissue	UBERON	0004829	urethra skeletal muscle tissue
outer fibrous layer of perichondrium	outer fibrous layer of perichondrium	UBERON	0008305	outer fibrous layer of perichondrium
pelvic appendage	pelvic appendage	UBERON	0004709	pelvic appendage
mandible angular process	mandible angular process	UBERON	0006959	mandible angular process
inferior parathyroid gland	inferior parathyroid gland	UBERON	0006755	inferior parathyroid gland
animal cap inner layer	animal cap inner layer	UBERON	3010464	animal cap inner layer
exoskeleton	exoskeleton	UBERON	0006611	exoskeleton
root of molar tooth	root of molar tooth	UBERON	0008854	root of molar tooth
skin of front of neck	skin of front of neck	UBERON	0010854	skin of front of neck
neural rod	neural rod	UBERON	0005068	neural rod
inferior pancreaticoduodenal vein	inferior pancreaticoduodenal vein	UBERON	0011383	inferior pancreaticoduodenal vein
meningeal branch of spinal nerve	meningeal branch of spinal nerve	UBERON	0017641	meningeal branch of spinal nerve
plantar nerve	plantar nerve	UBERON	0035109	plantar nerve
otolithic part of statoconial membrane	otolithic part of statoconial membrane	UBERON	0002519	otolithic part of statoconial membrane
capsule of thyroid gland	capsule of thyroid gland	UBERON	0001746	capsule of thyroid gland
articular surface for the astragalus on the calcaneum	articular surface for the astragalus on the calcaneum	UBERON	4200045	articular surface for the astragalus on the calcaneum
spinoid scale	spinoid scale	UBERON	4300235	spinoid scale
metapterygoid-autopalatine ligament	metapterygoid-autopalatine ligament	UBERON	2001943	metapterygoid-autopalatine ligament
vaginal venous plexus	vaginal venous plexus	UBERON	0001472	vaginal venous plexus
pontine reticular formation	pontine reticular formation	UBERON	0002573	pontine reticular formation
C7 segment of cervical spinal cord	C7 segment of cervical spinal cord	UBERON	0006493	C7 segment of cervical spinal cord
superior tibiofibular joint	superior tibiofibular joint	UBERON	0011117	superior tibiofibular joint
submucosa of bronchiole	submucosa of bronchiole	UBERON	0004952	submucosa of bronchiole
ampulla caudalis	ampulla caudalis	UBERON	0011360	ampulla caudalis
mesenchyme of elbow	mesenchyme of elbow	UBERON	0003318	mesenchyme of elbow
abdominal viscera	abdominal viscera	UBERON	0017672	abdominal viscera
amiculum of inferior olive	amiculum of inferior olive	UBERON	0035938	amiculum of inferior olive
foramen perilymphaticus inferius	foramen perilymphaticus inferius	UBERON	3000195	foramen perilymphaticus inferius
upper first secondary molar tooth	upper first secondary molar tooth	UBERON	0018575	upper first secondary molar tooth
intercalated duct	intercalated duct	UBERON	0014725	intercalated duct
interparietal bone primordium	interparietal bone primordium	UBERON	0006251	interparietal bone primordium
vena cava endothelium	vena cava endothelium	UBERON	0004698	vena cava endothelium
occipital lobe	occipital lobe	UBERON	0002021	occipital lobe
dorsal lateral geniculate nucleus	dorsal lateral geniculate nucleus	UBERON	0002479	dorsal lateral geniculate nucleus
hypothalamic nucleus	hypothalamic nucleus	UBERON	0006568	hypothalamic nucleus
meninx	meninx	UBERON	0002360	meninx
manual digit 4 phalanx cartilage element	manual digit 4 phalanx cartilage element	UBERON	0010678	manual digit 4 phalanx cartilage element
muscularis mucosae of duodenum	muscularis mucosae of duodenum	UBERON	0012494	muscularis mucosae of duodenum
manual digit 5 metacarpus cartilage element	manual digit 5 metacarpus cartilage element	UBERON	0010574	manual digit 5 metacarpus cartilage element
lobe of lung	lobe of lung	UBERON	0000101	lobe of lung
hemispheric lobule VIII	hemispheric lobule VIII	UBERON	0006121	hemispheric lobule VIII
porion	porion	UBERON	0013436	porion
rhombomere boundary	rhombomere boundary	UBERON	0018239	rhombomere boundary
endoderm of hindgut	endoderm of hindgut	UBERON	0003260	endoderm of hindgut
cavum inferius	cavum inferius	UBERON	3000085	cavum inferius
digestive tract	digestive tract	UBERON	0001555	digestive tract
enteropneust proboscis	enteropneust proboscis	UBERON	0035603	enteropneust proboscis
ventricular system of central nervous system	ventricular system of central nervous system	UBERON	0005281	ventricular system of central nervous system
lumen of urethra	lumen of urethra	UBERON	0010390	lumen of urethra
malleus endochondral element	malleus endochondral element	UBERON	0015018	malleus endochondral element
caudal principal ray 5	caudal principal ray 5	UBERON	2001717	caudal principal ray 5
lacrimal papilla	lacrimal papilla	UBERON	0022274	lacrimal papilla
caudal principal ray 4	caudal principal ray 4	UBERON	2001716	caudal principal ray 4
annelid pygidium	annelid pygidium	UBERON	0008880	annelid pygidium
caudal principal ray 7	caudal principal ray 7	UBERON	2001719	caudal principal ray 7
right common iliac artery	right common iliac artery	UBERON	0035322	right common iliac artery
caudal principal ray 6	caudal principal ray 6	UBERON	2001718	caudal principal ray 6
caudal principal ray 1	caudal principal ray 1	UBERON	2001713	caudal principal ray 1
caudal principal ray 3	caudal principal ray 3	UBERON	2001715	caudal principal ray 3
caudal principal ray 2	caudal principal ray 2	UBERON	2001714	caudal principal ray 2
left renal cortex interstitium	left renal cortex interstitium	UBERON	0018117	left renal cortex interstitium
dorsal fin fold	dorsal fin fold	UBERON	2000102	dorsal fin fold
right outer canthus	right outer canthus	UBERON	0015120	right outer canthus
internal male genitalia	internal male genitalia	UBERON	0004054	internal male genitalia
pineal parenchyma	pineal parenchyma	UBERON	0034907	pineal parenchyma
caudal principal ray 9	caudal principal ray 9	UBERON	2001721	caudal principal ray 9
caudal principal ray 8	caudal principal ray 8	UBERON	2001720	caudal principal ray 8
maxillary process of inferior nasal concha	maxillary process of inferior nasal concha	UBERON	0005869	maxillary process of inferior nasal concha
pelvic appendage lymph vessel	pelvic appendage lymph vessel	UBERON	0007386	pelvic appendage lymph vessel
inferior alveolar artery	inferior alveolar artery	UBERON	0014693	inferior alveolar artery
intermediate hypothalamic region	intermediate hypothalamic region	UBERON	0002555	intermediate hypothalamic region
dorsal periventricular hypothalamus	dorsal periventricular hypothalamus	UBERON	2000199	dorsal periventricular hypothalamus
eye skin gland	eye skin gland	UBERON	0003605	eye skin gland
outer mental barbel	outer mental barbel	UBERON	2001968	outer mental barbel
arm nerve	arm nerve	UBERON	0003433	arm nerve
acetabular depression	acetabular depression	UBERON	3000771	acetabular depression
pedal digit 5 phalanx cartilage element	pedal digit 5 phalanx cartilage element	UBERON	0010684	pedal digit 5 phalanx cartilage element
vein baroreceptor	vein baroreceptor	UBERON	0018394	vein baroreceptor
renal efferent arteriole	renal efferent arteriole	UBERON	0004640	renal efferent arteriole
pedal digit epithelium	pedal digit epithelium	UBERON	0005226	pedal digit epithelium
parotid gland primordium	parotid gland primordium	UBERON	0008801	parotid gland primordium
thoracic mammary gland	thoracic mammary gland	UBERON	0005200	thoracic mammary gland
pineal complex	pineal complex	UBERON	0015238	pineal complex
perivascular space	perivascular space	UBERON	0014930	perivascular space
paramedian medullary reticular complex	paramedian medullary reticular complex	UBERON	0016826	paramedian medullary reticular complex
caudal scute series	caudal scute series	UBERON	2001605	caudal scute series
collecting duct of renal tubule	collecting duct of renal tubule	UBERON	0001232	collecting duct of renal tubule
integumentary projection	integumentary projection	UBERON	0013703	integumentary projection
branch of posterior tibial artery	branch of posterior tibial artery	UBERON	0035292	branch of posterior tibial artery
inferior occipital gyrus	inferior occipital gyrus	UBERON	0014608	inferior occipital gyrus
neck of gallbladder	neck of gallbladder	UBERON	0035267	neck of gallbladder
renal pelvis/ureter	renal pelvis/ureter	UBERON	0036295	renal pelvis/ureter
proximal epiphysis of third metacarpal bone	proximal epiphysis of third metacarpal bone	UBERON	0004424	proximal epiphysis of third metacarpal bone
malleus processus brevis	malleus processus brevis	UBERON	0005354	malleus processus brevis
pulmonary lymph node	pulmonary lymph node	UBERON	0035764	pulmonary lymph node
dorsal adductor hyomandibulae	dorsal adductor hyomandibulae	UBERON	2007053	dorsal adductor hyomandibulae
diffuse nuclei	diffuse nuclei	UBERON	2000193	diffuse nuclei
thyroepiglotticus muscle	thyroepiglotticus muscle	UBERON	0010927	thyroepiglotticus muscle
posteroloph	posteroloph	UBERON	0018291	posteroloph
pleuroperitoneal canal	pleuroperitoneal canal	UBERON	0006279	pleuroperitoneal canal
parotid main excretory duct	parotid main excretory duct	UBERON	0001065	parotid main excretory duct
trunk of segmental spinal nerve	trunk of segmental spinal nerve	UBERON	0035022	trunk of segmental spinal nerve
juxtaglomerular arteriole	juxtaglomerular arteriole	UBERON	0034884	juxtaglomerular arteriole
amniotic mesoderm	amniotic mesoderm	UBERON	0003262	amniotic mesoderm
pelvic radial 3 cartilage	pelvic radial 3 cartilage	UBERON	2001540	pelvic radial 3 cartilage
glossopharyngeal IX preganglion	glossopharyngeal IX preganglion	UBERON	0006243	glossopharyngeal IX preganglion
interolateral plate	interolateral plate	UBERON	4300023	interolateral plate
abdominal segment blood vessel	abdominal segment blood vessel	UBERON	0003835	abdominal segment blood vessel
processus frontalis of maxilla	processus frontalis of maxilla	UBERON	3000650	processus frontalis of maxilla
urethral opening	urethral opening	UBERON	0010418	urethral opening
female urethral meatus	female urethral meatus	UBERON	0006565	female urethral meatus
muscular layer of prostatic urethra	muscular layer of prostatic urethra	UBERON	0016515	muscular layer of prostatic urethra
serous cavity	serous cavity	UBERON	0035809	serous cavity
pectoral girdle region	pectoral girdle region	UBERON	0001421	pectoral girdle region
midface	midface	UBERON	0004089	midface
hypobranchial vessel	hypobranchial vessel	UBERON	2000214	hypobranchial vessel
lateral nasal process mesenchyme	lateral nasal process mesenchyme	UBERON	0009205	lateral nasal process mesenchyme
mucosa of nasal septum	mucosa of nasal septum	UBERON	0005018	mucosa of nasal septum
intermaxillary salivary gland	intermaxillary salivary gland	UBERON	0017653	intermaxillary salivary gland
midbrain pia mater	midbrain pia mater	UBERON	0003551	midbrain pia mater
pars tuberalis of adenohypophysis	pars tuberalis of adenohypophysis	UBERON	0002433	pars tuberalis of adenohypophysis
pectoral complex muscle	pectoral complex muscle	UBERON	0010891	pectoral complex muscle
upper first secondary premolar tooth	upper first secondary premolar tooth	UBERON	0018571	upper first secondary premolar tooth
iliac peduncle	iliac peduncle	UBERON	4200087	iliac peduncle
tarsal segment	tarsal segment	UBERON	6004646	tarsal segment
multicellular anatomical structure	multicellular anatomical structure	UBERON	0010000	multicellular anatomical structure
white matter of the cerebellar cortex	white matter of the cerebellar cortex	UBERON	0024045	white matter of the cerebellar cortex
premolar tooth 4	premolar tooth 4	UBERON	0018647	premolar tooth 4
premolar tooth 5	premolar tooth 5	UBERON	0018646	premolar tooth 5
posterolingual region	posterolingual region	UBERON	4300139	posterolingual region
deciduous tooth	deciduous tooth	UBERON	0007115	deciduous tooth
corticomedial nuclear complex	corticomedial nuclear complex	UBERON	0006108	corticomedial nuclear complex
CA3 stratum lacunosum moleculare	CA3 stratum lacunosum moleculare	UBERON	0014559	CA3 stratum lacunosum moleculare
ventrolateral nucleus	ventrolateral nucleus	UBERON	2000609	ventrolateral nucleus
apex of prostate	apex of prostate	UBERON	0035441	apex of prostate
pedal digit 5 mesenchyme	pedal digit 5 mesenchyme	UBERON	0005699	pedal digit 5 mesenchyme
posterior internodal tract	posterior internodal tract	UBERON	0015127	posterior internodal tract
foramen of nasal bone	foramen of nasal bone	UBERON	0018508	foramen of nasal bone
metanephric distal convoluted tubule	metanephric distal convoluted tubule	UBERON	0005117	metanephric distal convoluted tubule
medial arcuate ligament	medial arcuate ligament	UBERON	0007161	medial arcuate ligament
transverse ridge of tooth	transverse ridge of tooth	UBERON	0016931	transverse ridge of tooth
cerebellum vermis lobule	cerebellum vermis lobule	UBERON	0004070	cerebellum vermis lobule
ureteric vein	ureteric vein	UBERON	0003475	ureteric vein
submucosa of main bronchus	submucosa of main bronchus	UBERON	0004949	submucosa of main bronchus
esophagogastric junction muscularis mucosa	esophagogastric junction muscularis mucosa	UBERON	0035840	esophagogastric junction muscularis mucosa
capsular process	capsular process	UBERON	3000059	capsular process
foramen orbitonasale mediale	foramen orbitonasale mediale	UBERON	3000190	foramen orbitonasale mediale
common crus of semicircular duct	common crus of semicircular duct	UBERON	0013764	common crus of semicircular duct
submucosa of descending colon	submucosa of descending colon	UBERON	0004931	submucosa of descending colon
epithelium of bronchus	epithelium of bronchus	UBERON	0002031	epithelium of bronchus
central carpal bone	central carpal bone	UBERON	0007958	central carpal bone
splenic flexure of colon	splenic flexure of colon	UBERON	0022276	splenic flexure of colon
posterior lateral line nerve (PLLN)	posterior lateral line nerve (PLLN)	UBERON	3010115	posterior lateral line nerve (PLLN)
nerve of trunk region	nerve of trunk region	UBERON	0003439	nerve of trunk region
mesenchyme of fronto-nasal process	mesenchyme of fronto-nasal process	UBERON	0009501	mesenchyme of fronto-nasal process
acropodial skeleton	acropodial skeleton	UBERON	0010543	acropodial skeleton
centromedian nucleus of thalamus	centromedian nucleus of thalamus	UBERON	0002972	centromedian nucleus of thalamus
clivus of occipital bone	clivus of occipital bone	UBERON	0004108	clivus of occipital bone
left subcostal vein	left subcostal vein	UBERON	0035252	left subcostal vein
distal epiphysis of radius	distal epiphysis of radius	UBERON	0004407	distal epiphysis of radius
deep lymph node	deep lymph node	UBERON	0015918	deep lymph node
follicular fluid	follicular fluid	UBERON	0000038	follicular fluid
male bulbospongiosus muscle	male bulbospongiosus muscle	UBERON	0011388	male bulbospongiosus muscle
upper jaw molar epithelium	upper jaw molar epithelium	UBERON	0005653	upper jaw molar epithelium
paragigantocellular nucleus	paragigantocellular nucleus	UBERON	0016635	paragigantocellular nucleus
procoracoid bone	procoracoid bone	UBERON	0011246	procoracoid bone
perioptic mesenchyme	perioptic mesenchyme	UBERON	0006276	perioptic mesenchyme
post-anal gut	post-anal gut	UBERON	3010437	post-anal gut
preganglionic sympathetic fiber	preganglionic sympathetic fiber	UBERON	0011927	preganglionic sympathetic fiber
epoophoron	epoophoron	UBERON	0011283	epoophoron
occipital region	occipital region	UBERON	0005902	occipital region
epithelium of endolymphatic sac	epithelium of endolymphatic sac	UBERON	0003246	epithelium of endolymphatic sac
prehallux	prehallux	UBERON	0012136	prehallux
myocardium of anterior wall of right ventricle	myocardium of anterior wall of right ventricle	UBERON	0036291	myocardium of anterior wall of right ventricle
posterior kidney	posterior kidney	UBERON	2001293	posterior kidney
M. tibialis anticus brevis	M. tibialis anticus brevis	UBERON	3010090	M. tibialis anticus brevis
ethmoid bone primordium	ethmoid bone primordium	UBERON	0006227	ethmoid bone primordium
thymus lobule	thymus lobule	UBERON	0002125	thymus lobule
trophosome	trophosome	UBERON	0012644	trophosome
otic ligament	otic ligament	UBERON	3000363	otic ligament
medulla oblongata	medulla oblongata	UBERON	0001896	medulla oblongata
epithelium of vomeronasal organ	epithelium of vomeronasal organ	UBERON	0003367	epithelium of vomeronasal organ
manual digit 7 plus metapodial segment	manual digit 7 plus metapodial segment	UBERON	5011982	manual digit 7 plus metapodial segment
strand of guard hair	strand of guard hair	UBERON	0010512	strand of guard hair
accessory XI nerve nucleus	accessory XI nerve nucleus	UBERON	0020358	accessory XI nerve nucleus
mucosa of main bronchus	mucosa of main bronchus	UBERON	0005036	mucosa of main bronchus
ceratobranchial 3 element	ceratobranchial 3 element	UBERON	2001901	ceratobranchial 3 element
acetabular notch	acetabular notch	UBERON	0014446	acetabular notch
external anal sphincter	external anal sphincter	UBERON	0001367	external anal sphincter
umbilical vein endothelium	umbilical vein endothelium	UBERON	0007777	umbilical vein endothelium
autonomic ganglion	autonomic ganglion	UBERON	0001805	autonomic ganglion
cerebellomedullary cistern	cerebellomedullary cistern	UBERON	0004049	cerebellomedullary cistern
epithelium of midgut	epithelium of midgut	UBERON	0003352	epithelium of midgut
dorsal fin pterygiophore	dorsal fin pterygiophore	UBERON	2001419	dorsal fin pterygiophore
primitive renal collecting duct system	primitive renal collecting duct system	UBERON	0014706	primitive renal collecting duct system
lower second primary molar tooth	lower second primary molar tooth	UBERON	0018600	lower second primary molar tooth
frontal pole	frontal pole	UBERON	0002795	frontal pole
adrenal tissue	adrenal tissue	UBERON	0018303	adrenal tissue
preopercle	preopercle	UBERON	2000264	preopercle
ascending colon	ascending colon	UBERON	0001156	ascending colon
mandible head	mandible head	UBERON	0004658	mandible head
forebrain midbrain boundary neural plate	forebrain midbrain boundary neural plate	UBERON	0009612	forebrain midbrain boundary neural plate
digestive tract epithelium	digestive tract epithelium	UBERON	0003929	digestive tract epithelium
costo-cervical trunk	costo-cervical trunk	UBERON	0004688	costo-cervical trunk
hypobranchial group muscle	hypobranchial group muscle	UBERON	0014797	hypobranchial group muscle
lateral process of cricoid cartilage	lateral process of cricoid cartilage	UBERON	3000677	lateral process of cricoid cartilage
posterior lateral line	posterior lateral line	UBERON	0006334	posterior lateral line
gustatory papilla of tongue	gustatory papilla of tongue	UBERON	0014389	gustatory papilla of tongue
epidermal-dermal junction	epidermal-dermal junction	UBERON	0008877	epidermal-dermal junction
optic pit	optic pit	UBERON	0006270	optic pit
muscle of manus	muscle of manus	UBERON	0001500	muscle of manus
vertebra cartilage element	vertebra cartilage element	UBERON	0011094	vertebra cartilage element
right lung cranial lobe epithelium	right lung cranial lobe epithelium	UBERON	0005639	right lung cranial lobe epithelium
anterior neural keel	anterior neural keel	UBERON	2007024	anterior neural keel
ommatidium	ommatidium	UBERON	0000971	ommatidium
tongue	tongue	UBERON	0001723	tongue
suspensory ligament	suspensory ligament	UBERON	0008841	suspensory ligament
medial marginal vein	medial marginal vein	UBERON	0001550	medial marginal vein
acetabular labrum	acetabular labrum	UBERON	0011958	acetabular labrum
parvocellular oculomotor nucleus	parvocellular oculomotor nucleus	UBERON	0002141	parvocellular oculomotor nucleus
dermosphenotic	dermosphenotic	UBERON	2001708	dermosphenotic
presumptive blood	presumptive blood	UBERON	0006596	presumptive blood
adductor pollicis muscle	adductor pollicis muscle	UBERON	0002962	adductor pollicis muscle
epithelium of biliary system	epithelium of biliary system	UBERON	0034932	epithelium of biliary system
lateral nucleus of trapezoid body	lateral nucleus of trapezoid body	UBERON	0016843	lateral nucleus of trapezoid body
nucleus pretectalis diffusus	nucleus pretectalis diffusus	UBERON	0035587	nucleus pretectalis diffusus
vestibulo-auditory system	vestibulo-auditory system	UBERON	0002105	vestibulo-auditory system
metanephric smooth muscle tissue	metanephric smooth muscle tissue	UBERON	0005109	metanephric smooth muscle tissue
tympanohyoid cartilage	tympanohyoid cartilage	UBERON	0011626	tympanohyoid cartilage
uriniferous tubule	uriniferous tubule	UBERON	0007684	uriniferous tubule
presumptive dorsal fin fold	presumptive dorsal fin fold	UBERON	2005104	presumptive dorsal fin fold
presumptive pronephric mesoderm	presumptive pronephric mesoderm	UBERON	0007297	presumptive pronephric mesoderm
insect embryonic/larval nervous system	insect embryonic/larval nervous system	UBERON	6001911	insect embryonic/larval nervous system
nasomaxillary suture	nasomaxillary suture	UBERON	0011871	nasomaxillary suture
rectrix feather	rectrix feather	UBERON	0011794	rectrix feather
meninx of telencephalon	meninx of telencephalon	UBERON	0003289	meninx of telencephalon
sinusoidal space	sinusoidal space	UBERON	0014399	sinusoidal space
nervous system commissure	nervous system commissure	UBERON	0001020	nervous system commissure
distal radio-ulnar joint	distal radio-ulnar joint	UBERON	0007164	distal radio-ulnar joint
urorectal septum	urorectal septum	UBERON	0005760	urorectal septum
parietal yolk sac	parietal yolk sac	UBERON	0008853	parietal yolk sac
1st arch mesenchyme from neural crest	1st arch mesenchyme from neural crest	UBERON	0010259	1st arch mesenchyme from neural crest
paraventricular nucleus of thalamus	paraventricular nucleus of thalamus	UBERON	0001920	paraventricular nucleus of thalamus
proximal epiphysis of proximal phalanx of manual digit 5	proximal epiphysis of proximal phalanx of manual digit 5	UBERON	0004443	proximal epiphysis of proximal phalanx of manual digit 5
proximal epiphysis of proximal phalanx of manual digit 4	proximal epiphysis of proximal phalanx of manual digit 4	UBERON	0004442	proximal epiphysis of proximal phalanx of manual digit 4
barrel cortex	barrel cortex	UBERON	0010415	barrel cortex
