value	description	codesystem	code	iri
anterior nasal spine of maxilla	anterior nasal spine of maxilla	UBERON	0035139	http://purl.obolibrary.org/obo/UBERON_0035139
preputial space of male	preputial space of male	UBERON	0035142	http://purl.obolibrary.org/obo/UBERON_0035142
preputial space of female	preputial space of female	UBERON	0035143	http://purl.obolibrary.org/obo/UBERON_0035143
preputial space	preputial space	UBERON	0035144	http://purl.obolibrary.org/obo/UBERON_0035144
nucleus sacci vasculosi	nucleus sacci vasculosi	UBERON	0035145	http://purl.obolibrary.org/obo/UBERON_0035145
tractus sacci vasculosi	tractus sacci vasculosi	UBERON	0035146	http://purl.obolibrary.org/obo/UBERON_0035146
axochord	axochord	UBERON	0035147	http://purl.obolibrary.org/obo/UBERON_0035147
presumptive axochord	presumptive axochord	UBERON	0035148	http://purl.obolibrary.org/obo/UBERON_0035148
gingival epithelial attachment	gingival epithelial attachment	UBERON	0035149	http://purl.obolibrary.org/obo/UBERON_0035149
superior cerebral vein	superior cerebral vein	UBERON	0035150	http://purl.obolibrary.org/obo/UBERON_0035150
dorsal cerebral vein	dorsal cerebral vein	UBERON	0035151	http://purl.obolibrary.org/obo/UBERON_0035151
internal cerebral vein	internal cerebral vein	UBERON	0035152	http://purl.obolibrary.org/obo/UBERON_0035152
dorsolateral prefrontal cortex layer 1	dorsolateral prefrontal cortex layer 1	UBERON	0035153	http://purl.obolibrary.org/obo/UBERON_0035153
dorsolateral prefrontal cortex layer 2	dorsolateral prefrontal cortex layer 2	UBERON	0035154	http://purl.obolibrary.org/obo/UBERON_0035154
dorsolateral prefrontal cortex layer 3	dorsolateral prefrontal cortex layer 3	UBERON	0035155	http://purl.obolibrary.org/obo/UBERON_0035155
dorsolateral prefrontal cortex layer 4	dorsolateral prefrontal cortex layer 4	UBERON	0035156	http://purl.obolibrary.org/obo/UBERON_0035156
dorsolateral prefrontal cortex layer 5	dorsolateral prefrontal cortex layer 5	UBERON	0035157	http://purl.obolibrary.org/obo/UBERON_0035157
dorsolateral prefrontal cortex layer 6	dorsolateral prefrontal cortex layer 6	UBERON	0035158	http://purl.obolibrary.org/obo/UBERON_0035158
entire surface of organism	entire surface of organism	UBERON	0035159	http://purl.obolibrary.org/obo/UBERON_0035159
infraclavicular lymph node	infraclavicular lymph node	UBERON	0035162	http://purl.obolibrary.org/obo/UBERON_0035162
posterior surface of prostate	posterior surface of prostate	UBERON	0035165	http://purl.obolibrary.org/obo/UBERON_0035165
infraclavicular region	infraclavicular region	UBERON	0035168	http://purl.obolibrary.org/obo/UBERON_0035168
obturator lymph node	obturator lymph node	UBERON	0035171	http://purl.obolibrary.org/obo/UBERON_0035171
right ear	right ear	UBERON	0035174	http://purl.obolibrary.org/obo/UBERON_0035174
abdominal part of esophagus	abdominal part of esophagus	UBERON	0035177	http://purl.obolibrary.org/obo/UBERON_0035177
sigmoid artery	sigmoid artery	UBERON	0035180	http://purl.obolibrary.org/obo/UBERON_0035180
calcarine artery	calcarine artery	UBERON	0035183	http://purl.obolibrary.org/obo/UBERON_0035183
valve of foramen ovale	valve of foramen ovale	UBERON	0035186	http://purl.obolibrary.org/obo/UBERON_0035186
plantar metatarsal artery	plantar metatarsal artery	UBERON	0035195	http://purl.obolibrary.org/obo/UBERON_0035195
superficial lymphatic vessel	superficial lymphatic vessel	UBERON	0035198	http://purl.obolibrary.org/obo/UBERON_0035198
gastrocolic ligament	gastrocolic ligament	UBERON	0035201	http://purl.obolibrary.org/obo/UBERON_0035201
occipital lymph node	occipital lymph node	UBERON	0035204	http://purl.obolibrary.org/obo/UBERON_0035204
deep fibular nerve	deep fibular nerve	UBERON	0035207	http://purl.obolibrary.org/obo/UBERON_0035207
paracolic gutter	paracolic gutter	UBERON	0035210	http://purl.obolibrary.org/obo/UBERON_0035210
basal zone of heart	basal zone of heart	UBERON	0035213	http://purl.obolibrary.org/obo/UBERON_0035213
thoracic part of esophagus	thoracic part of esophagus	UBERON	0035216	http://purl.obolibrary.org/obo/UBERON_0035216
parasternal lymph node	parasternal lymph node	UBERON	0035219	http://purl.obolibrary.org/obo/UBERON_0035219
posterior parietal artery	posterior parietal artery	UBERON	0035222	http://purl.obolibrary.org/obo/UBERON_0035222
anterior temporal artery	anterior temporal artery	UBERON	0035225	http://purl.obolibrary.org/obo/UBERON_0035225
tonsillar fossa	tonsillar fossa	UBERON	0035228	http://purl.obolibrary.org/obo/UBERON_0035228
superficial middle cerebral vein	superficial middle cerebral vein	UBERON	0035231	http://purl.obolibrary.org/obo/UBERON_0035231
medial circumflex femoral vein	medial circumflex femoral vein	UBERON	0035234	http://purl.obolibrary.org/obo/UBERON_0035234
branch of internal carotid artery	branch of internal carotid artery	UBERON	0035237	http://purl.obolibrary.org/obo/UBERON_0035237
posterior wall of oropharynx	posterior wall of oropharynx	UBERON	0035240	http://purl.obolibrary.org/obo/UBERON_0035240
anal sinus	anal sinus	UBERON	0035243	http://purl.obolibrary.org/obo/UBERON_0035243
posterior longitudinal ligament	posterior longitudinal ligament	UBERON	0035246	http://purl.obolibrary.org/obo/UBERON_0035246
posterior external jugular vein	posterior external jugular vein	UBERON	0035249	http://purl.obolibrary.org/obo/UBERON_0035249
left subcostal vein	left subcostal vein	UBERON	0035252	http://purl.obolibrary.org/obo/UBERON_0035252
mons pubis	mons pubis	UBERON	0035258	http://purl.obolibrary.org/obo/UBERON_0035258
posterior temporal artery	posterior temporal artery	UBERON	0035261	http://purl.obolibrary.org/obo/UBERON_0035261
neck of gallbladder	neck of gallbladder	UBERON	0035267	http://purl.obolibrary.org/obo/UBERON_0035267
roof of nasopharynx	roof of nasopharynx	UBERON	0035270	http://purl.obolibrary.org/obo/UBERON_0035270
superior thoracic artery	superior thoracic artery	UBERON	0035273	http://purl.obolibrary.org/obo/UBERON_0035273
epigastrium	epigastrium	UBERON	0035276	http://purl.obolibrary.org/obo/UBERON_0035276
supraclavicular lymph node	supraclavicular lymph node	UBERON	0035279	http://purl.obolibrary.org/obo/UBERON_0035279
lateral wall of oropharynx	lateral wall of oropharynx	UBERON	0035286	http://purl.obolibrary.org/obo/UBERON_0035286
axillary tail of breast	axillary tail of breast	UBERON	0035289	http://purl.obolibrary.org/obo/UBERON_0035289
branch of posterior tibial artery	branch of posterior tibial artery	UBERON	0035292	http://purl.obolibrary.org/obo/UBERON_0035292
left ear	left ear	UBERON	0035295	http://purl.obolibrary.org/obo/UBERON_0035295
tuberculum sellae	tuberculum sellae	UBERON	0035298	http://purl.obolibrary.org/obo/UBERON_0035298
branch of ulnar artery	branch of ulnar artery	UBERON	0035304	http://purl.obolibrary.org/obo/UBERON_0035304
branch of vertebral artery	branch of vertebral artery	UBERON	0035307	http://purl.obolibrary.org/obo/UBERON_0035307
inferolateral surface of prostate	inferolateral surface of prostate	UBERON	0035310	http://purl.obolibrary.org/obo/UBERON_0035310
posterior wall of laryngopharynx	posterior wall of laryngopharynx	UBERON	0035313	http://purl.obolibrary.org/obo/UBERON_0035313
prostatic capsule	prostatic capsule	UBERON	0035316	http://purl.obolibrary.org/obo/UBERON_0035316
anterior median fissure of spinal cord	anterior median fissure of spinal cord	UBERON	0035319	http://purl.obolibrary.org/obo/UBERON_0035319
right common iliac artery	right common iliac artery	UBERON	0035322	http://purl.obolibrary.org/obo/UBERON_0035322
upper outer quadrant of breast	upper outer quadrant of breast	UBERON	0035328	http://purl.obolibrary.org/obo/UBERON_0035328
base of prostate	base of prostate	UBERON	0035331	http://purl.obolibrary.org/obo/UBERON_0035331
sphenoparietal sinus	sphenoparietal sinus	UBERON	0035338	http://purl.obolibrary.org/obo/UBERON_0035338
posterior lobe of prostate	posterior lobe of prostate	UBERON	0035341	http://purl.obolibrary.org/obo/UBERON_0035341
branch of middle cerebral artery	branch of middle cerebral artery	UBERON	0035350	http://purl.obolibrary.org/obo/UBERON_0035350
branch of brachial artery	branch of brachial artery	UBERON	0035359	http://purl.obolibrary.org/obo/UBERON_0035359
lower outer quadrant of breast	lower outer quadrant of breast	UBERON	0035365	http://purl.obolibrary.org/obo/UBERON_0035365
anterior surface of kidney	anterior surface of kidney	UBERON	0035368	http://purl.obolibrary.org/obo/UBERON_0035368
retroperitoneal lymph node	retroperitoneal lymph node	UBERON	0035371	http://purl.obolibrary.org/obo/UBERON_0035371
small cardiac vein	small cardiac vein	UBERON	0035374	http://purl.obolibrary.org/obo/UBERON_0035374
transverse fold of rectum	transverse fold of rectum	UBERON	0035377	http://purl.obolibrary.org/obo/UBERON_0035377
branch of anterior cerebral artery	branch of anterior cerebral artery	UBERON	0035380	http://purl.obolibrary.org/obo/UBERON_0035380
lateral wall of nasopharynx	lateral wall of nasopharynx	UBERON	0035383	http://purl.obolibrary.org/obo/UBERON_0035383
space of Mall	space of Mall	UBERON	0035386	http://purl.obolibrary.org/obo/UBERON_0035386
cystic vein	cystic vein	UBERON	0035392	http://purl.obolibrary.org/obo/UBERON_0035392
branch of left coronary artery	branch of left coronary artery	UBERON	0035395	http://purl.obolibrary.org/obo/UBERON_0035395
branch of external carotid artery	branch of external carotid artery	UBERON	0035398	http://purl.obolibrary.org/obo/UBERON_0035398
posterior wall of nasopharynx	posterior wall of nasopharynx	UBERON	0035401	http://purl.obolibrary.org/obo/UBERON_0035401
hypophysial artery	hypophysial artery	UBERON	0035403	http://purl.obolibrary.org/obo/UBERON_0035403
superior hypophysial artery	superior hypophysial artery	UBERON	0035404	http://purl.obolibrary.org/obo/UBERON_0035404
left inguinal part of abdomen	left inguinal part of abdomen	UBERON	0035410	http://purl.obolibrary.org/obo/UBERON_0035410
diaphragma sellae	diaphragma sellae	UBERON	0035416	http://purl.obolibrary.org/obo/UBERON_0035416
anterior longitudinal ligament	anterior longitudinal ligament	UBERON	0035419	http://purl.obolibrary.org/obo/UBERON_0035419
circumflex branch of left coronary artery	circumflex branch of left coronary artery	UBERON	0035422	http://purl.obolibrary.org/obo/UBERON_0035422
falx cerebelli	falx cerebelli	UBERON	0035425	http://purl.obolibrary.org/obo/UBERON_0035425
postcapillary venule	postcapillary venule	UBERON	0035428	http://purl.obolibrary.org/obo/UBERON_0035428
mediastinal pleura	mediastinal pleura	UBERON	0035431	http://purl.obolibrary.org/obo/UBERON_0035431
right suprarenal vein	right suprarenal vein	UBERON	0035435	http://purl.obolibrary.org/obo/UBERON_0035435
mucoid tissue	mucoid tissue	UBERON	0035438	http://purl.obolibrary.org/obo/UBERON_0035438
apex of prostate	apex of prostate	UBERON	0035441	http://purl.obolibrary.org/obo/UBERON_0035441
triangular ligament of liver	triangular ligament of liver	UBERON	0035444	http://purl.obolibrary.org/obo/UBERON_0035444
urogenital diaphragm	urogenital diaphragm	UBERON	0035445	http://purl.obolibrary.org/obo/UBERON_0035445
cervical part of esophagus	cervical part of esophagus	UBERON	0035450	http://purl.obolibrary.org/obo/UBERON_0035450
laryngeal ventricle	laryngeal ventricle	UBERON	0035453	http://purl.obolibrary.org/obo/UBERON_0035453
anterior parietal artery	anterior parietal artery	UBERON	0035462	http://purl.obolibrary.org/obo/UBERON_0035462
endometrial cavity	endometrial cavity	UBERON	0035465	http://purl.obolibrary.org/obo/UBERON_0035465
costodiaphragmatic recess	costodiaphragmatic recess	UBERON	0035468	http://purl.obolibrary.org/obo/UBERON_0035468
posterior surface of kidney	posterior surface of kidney	UBERON	0035471	http://purl.obolibrary.org/obo/UBERON_0035471
right subcostal vein	right subcostal vein	UBERON	0035474	http://purl.obolibrary.org/obo/UBERON_0035474
lower inner quadrant of breast	lower inner quadrant of breast	UBERON	0035477	http://purl.obolibrary.org/obo/UBERON_0035477
surface of prostate	surface of prostate	UBERON	0035480	http://purl.obolibrary.org/obo/UBERON_0035480
left suprarenal vein	left suprarenal vein	UBERON	0035483	http://purl.obolibrary.org/obo/UBERON_0035483
branch of basilar artery	branch of basilar artery	UBERON	0035489	http://purl.obolibrary.org/obo/UBERON_0035489
inferior hypophysial artery	inferior hypophysial artery	UBERON	0035492	http://purl.obolibrary.org/obo/UBERON_0035492
hilum of lymph node	hilum of lymph node	UBERON	0035495	http://purl.obolibrary.org/obo/UBERON_0035495
gastrophrenic ligament	gastrophrenic ligament	UBERON	0035498	http://purl.obolibrary.org/obo/UBERON_0035498
unencapsulated tactile receptor	unencapsulated tactile receptor	UBERON	0035501	http://purl.obolibrary.org/obo/UBERON_0035501
right inguinal part of abdomen	right inguinal part of abdomen	UBERON	0035505	http://purl.obolibrary.org/obo/UBERON_0035505
branch of posterior cerebral artery	branch of posterior cerebral artery	UBERON	0035508	http://purl.obolibrary.org/obo/UBERON_0035508
special sense organ system	special sense organ system	UBERON	0035514	http://purl.obolibrary.org/obo/UBERON_0035514
anterior mediastinal lymph node	anterior mediastinal lymph node	UBERON	0035520	http://purl.obolibrary.org/obo/UBERON_0035520
anterior surface of prostate	anterior surface of prostate	UBERON	0035523	http://purl.obolibrary.org/obo/UBERON_0035523
superficial fibular nerve	superficial fibular nerve	UBERON	0035526	http://purl.obolibrary.org/obo/UBERON_0035526
left common iliac artery	left common iliac artery	UBERON	0035529	http://purl.obolibrary.org/obo/UBERON_0035529
basal vein	basal vein	UBERON	0035530	http://purl.obolibrary.org/obo/UBERON_0035530
deep middle cerebral vein	deep middle cerebral vein	UBERON	0035532	http://purl.obolibrary.org/obo/UBERON_0035532
body of gallbladder	body of gallbladder	UBERON	0035536	http://purl.obolibrary.org/obo/UBERON_0035536
esophageal artery	esophageal artery	UBERON	0035539	http://purl.obolibrary.org/obo/UBERON_0035539
upper inner quadrant of breast	upper inner quadrant of breast	UBERON	0035542	http://purl.obolibrary.org/obo/UBERON_0035542
deep lymphatic vessel	deep lymphatic vessel	UBERON	0035545	http://purl.obolibrary.org/obo/UBERON_0035545
uveal vein	uveal vein	UBERON	0035546	http://purl.obolibrary.org/obo/UBERON_0035546
posterior ciliary vein	posterior ciliary vein	UBERON	0035547	http://purl.obolibrary.org/obo/UBERON_0035547
colic artery	colic artery	UBERON	0035548	http://purl.obolibrary.org/obo/UBERON_0035548
vasculature of integument	vasculature of integument	UBERON	0035549	http://purl.obolibrary.org/obo/UBERON_0035549
superficial vein	superficial vein	UBERON	0035550	http://purl.obolibrary.org/obo/UBERON_0035550
deep vasculature	deep vasculature	UBERON	0035551	http://purl.obolibrary.org/obo/UBERON_0035551
deep vein	deep vein	UBERON	0035552	http://purl.obolibrary.org/obo/UBERON_0035552
left cardiac chamber	left cardiac chamber	UBERON	0035553	http://purl.obolibrary.org/obo/UBERON_0035553
right cardiac chamber	right cardiac chamber	UBERON	0035554	http://purl.obolibrary.org/obo/UBERON_0035554
lateral line sense organ	lateral line sense organ	UBERON	0035555	http://purl.obolibrary.org/obo/UBERON_0035555
styliform element	styliform element	UBERON	0035561	http://purl.obolibrary.org/obo/UBERON_0035561
intermediate pretectal nucleus	intermediate pretectal nucleus	UBERON	0035562	http://purl.obolibrary.org/obo/UBERON_0035562
magnocellular superficial pretectal nucleus	magnocellular superficial pretectal nucleus	UBERON	0035563	http://purl.obolibrary.org/obo/UBERON_0035563
parvocellular superficial pretectal nucleus	parvocellular superficial pretectal nucleus	UBERON	0035564	http://purl.obolibrary.org/obo/UBERON_0035564
caudal pretectal nucleus	caudal pretectal nucleus	UBERON	0035565	http://purl.obolibrary.org/obo/UBERON_0035565
central pretectal nucleus	central pretectal nucleus	UBERON	0035566	http://purl.obolibrary.org/obo/UBERON_0035566
accessory pretectal nucleus	accessory pretectal nucleus	UBERON	0035567	http://purl.obolibrary.org/obo/UBERON_0035567
superficial pretectal nucleus	superficial pretectal nucleus	UBERON	0035568	http://purl.obolibrary.org/obo/UBERON_0035568
periventricular pretectal nucleus	periventricular pretectal nucleus	UBERON	0035569	http://purl.obolibrary.org/obo/UBERON_0035569
tectothalamic tract	tectothalamic tract	UBERON	0035570	http://purl.obolibrary.org/obo/UBERON_0035570
nucleus praetectalis profundus	nucleus praetectalis profundus	UBERON	0035572	http://purl.obolibrary.org/obo/UBERON_0035572
dorsal pretectal periventricular nucleus	dorsal pretectal periventricular nucleus	UBERON	0035573	http://purl.obolibrary.org/obo/UBERON_0035573
ventral pretectal periventricular nucleus	ventral pretectal periventricular nucleus	UBERON	0035574	http://purl.obolibrary.org/obo/UBERON_0035574
paracommissural nucleus of solitary tract	paracommissural nucleus of solitary tract	UBERON	0035575	http://purl.obolibrary.org/obo/UBERON_0035575
paracommissural periventricular pretectal nucleus	paracommissural periventricular pretectal nucleus	UBERON	0035577	http://purl.obolibrary.org/obo/UBERON_0035577
nucleus geniculatus of pretectum	nucleus geniculatus of pretectum	UBERON	0035580	http://purl.obolibrary.org/obo/UBERON_0035580
nucleus lentiformis of pretectum	nucleus lentiformis of pretectum	UBERON	0035581	http://purl.obolibrary.org/obo/UBERON_0035581
nucleus posteriodorsalis of pretectum	nucleus posteriodorsalis of pretectum	UBERON	0035582	http://purl.obolibrary.org/obo/UBERON_0035582
nucleus lentiformis thalamus	nucleus lentiformis thalamus	UBERON	0035583	http://purl.obolibrary.org/obo/UBERON_0035583
ventral pretectal nucleus (sauropsida)	ventral pretectal nucleus (sauropsida)	UBERON	0035584	http://purl.obolibrary.org/obo/UBERON_0035584
tectal gray nucleus (Testudines)	tectal gray nucleus (Testudines)	UBERON	0035585	http://purl.obolibrary.org/obo/UBERON_0035585
nucleus lentiformis mesencephali (Aves)	nucleus lentiformis mesencephali (Aves)	UBERON	0035586	http://purl.obolibrary.org/obo/UBERON_0035586
nucleus pretectalis diffusus	nucleus pretectalis diffusus	UBERON	0035587	http://purl.obolibrary.org/obo/UBERON_0035587
subpretectal complex of Aves	subpretectal complex of Aves	UBERON	0035588	http://purl.obolibrary.org/obo/UBERON_0035588
nucleus subpretectalis	nucleus subpretectalis	UBERON	0035589	http://purl.obolibrary.org/obo/UBERON_0035589
nucleus interstitio-pretectalis-subpretectalis	nucleus interstitio-pretectalis-subpretectalis	UBERON	0035590	http://purl.obolibrary.org/obo/UBERON_0035590
lateral spiriform nucleus	lateral spiriform nucleus	UBERON	0035591	http://purl.obolibrary.org/obo/UBERON_0035591
medial spiriform nucleus	medial spiriform nucleus	UBERON	0035592	http://purl.obolibrary.org/obo/UBERON_0035592
nucleus circularis of pretectum	nucleus circularis of pretectum	UBERON	0035593	http://purl.obolibrary.org/obo/UBERON_0035593
accessory optic system	accessory optic system	UBERON	0035594	http://purl.obolibrary.org/obo/UBERON_0035594
accessory optic tract	accessory optic tract	UBERON	0035595	http://purl.obolibrary.org/obo/UBERON_0035595
circular nucleus of antherior hypothalamic nucleus	circular nucleus of antherior hypothalamic nucleus	UBERON	0035596	http://purl.obolibrary.org/obo/UBERON_0035596
profundal placode	profundal placode	UBERON	0035597	http://purl.obolibrary.org/obo/UBERON_0035597
maxillomandibular placode	maxillomandibular placode	UBERON	0035598	http://purl.obolibrary.org/obo/UBERON_0035598
profundal part of trigeminal ganglion complex	profundal part of trigeminal ganglion complex	UBERON	0035599	http://purl.obolibrary.org/obo/UBERON_0035599
maxillomandibular part of trigeminal ganglion complex	maxillomandibular part of trigeminal ganglion complex	UBERON	0035601	http://purl.obolibrary.org/obo/UBERON_0035601
collar nerve cord	collar nerve cord	UBERON	0035602	http://purl.obolibrary.org/obo/UBERON_0035602
enteropneust proboscis	enteropneust proboscis	UBERON	0035603	http://purl.obolibrary.org/obo/UBERON_0035603
