value_en	description_en	codesystem	code	description_code	iri
myelencephalon sulcus limitans	myelencephalon sulcus limitans	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009578
ventral nerve root of cervical spinal cord	ventral nerve root of cervical spinal cord	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014634
bladder organ	bladder organ	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0018707
ventral striatum	ventral striatum	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005403
cheek scale	cheek scale	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0018312
ceratobranchial 4 bone distal cartilage	ceratobranchial 4 bone distal cartilage	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001960
skeletal element projection	skeletal element projection	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4100000
levator claviculae muscle	levator claviculae muscle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011251
round window of inner ear	round window of inner ear	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002502
nidopallium	nidopallium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0007334
forelimb connective tissue	forelimb connective tissue	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003588
neck of fibula	neck of fibula	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0018673
trunk mesoderm	trunk mesoderm	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	6000128
posterior wall of nasopharynx	posterior wall of nasopharynx	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0035401
fovea centralis	fovea centralis	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001786
nucleus raphe pallidus	nucleus raphe pallidus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002157
tunica vasculosa lentis	tunica vasculosa lentis	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006305
erector muscle	erector muscle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2005267
wall of right ventricle	wall of right ventricle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0036286
cortical layer VI	cortical layer VI	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005395
trunk sensory canal system	trunk sensory canal system	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001872
spiral modiolar artery	spiral modiolar artery	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002505
hair follicle isthmus	hair follicle isthmus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006005
dorsal fin musculature	dorsal fin musculature	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2000648
wall of urinary bladder	wall of urinary bladder	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001256
visceral endoderm	visceral endoderm	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004877
post-otic sensory canal	post-otic sensory canal	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001619
posterior ascending limb of lateral sulcus	posterior ascending limb of lateral sulcus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002910
left pulmonary vein	left pulmonary vein	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009030
lateral malleal ligament	lateral malleal ligament	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0018157
left umbilical vein	left umbilical vein	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005459
proximal tubular epithelium	proximal tubular epithelium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0008404
scute	scute	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0008201
M. tensor fasciae latae	M. tensor fasciae latae	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3010022
apical region of heart ventricle	apical region of heart ventricle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0035837
heart right ventricle	heart right ventricle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002080
auricular cartilage	auricular cartilage	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001848
posterior tibial artery	posterior tibial artery	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001538
thyrohyoid bone	thyrohyoid bone	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011622
mesial region	mesial region	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4300140
sphenoid endochondral element	sphenoid endochondral element	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0015060
jaw region	jaw region	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011595
telencephalon lateral wall	telencephalon lateral wall	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005561
A10 dopaminergic cell group	A10 dopaminergic cell group	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0036005
visceral fascia	visceral fascia	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011237
ovarian follicle stage III	ovarian follicle stage III	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001266
jejunal mucosa	jejunal mucosa	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0000399
posterior ventrolateral plate	posterior ventrolateral plate	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4300028
supracoracoideus muscle	supracoracoideus muscle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014840
sciatic lymph node	sciatic lymph node	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0016374
neural plate proneural cluster	neural plate proneural cluster	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2000068
manual digit 3 digitopodial skeleton	manual digit 3 digitopodial skeleton	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	5103623
intermediate spine	intermediate spine	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4200097
superficial white layer of superior colliculus	superficial white layer of superior colliculus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006779
vestibulocerebellum	vestibulocerebellum	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014642
anatomical group	anatomical group	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0000480
submucosa of neck of urinary bladder	submucosa of neck of urinary bladder	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004945
infraorbital	infraorbital	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2000376
metapodium region	metapodium region	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009877
limb bone pre-cartilage condensation	limb bone pre-cartilage condensation	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010882
palatine aponeurosis	palatine aponeurosis	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014780
suprascapula	suprascapula	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3000748
thoracic spinal cord gray matter	thoracic spinal cord gray matter	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014636
duct of seminal vesicle	duct of seminal vesicle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005903
pedal digit 1 epithelium	pedal digit 1 epithelium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010693
tooth-like structure	tooth-like structure	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003913
anal canal	anal canal	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0000159
glenoid foramen	glenoid foramen	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3000776
primordial ligament	primordial ligament	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001828
distal phalanx of digit 2	distal phalanx of digit 2	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014484
distal phalanx of digit 1	distal phalanx of digit 1	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014483
distal phalanx of digit 4	distal phalanx of digit 4	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014486
distal phalanx of digit 3	distal phalanx of digit 3	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014485
thymus primordium	thymus primordium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005562
distal phalanx of digit 5	distal phalanx of digit 5	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014487
crista of ampulla of lateral semicircular duct of membranous laybrinth	crista of ampulla of lateral semicircular duct of membranous laybrinth	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0007276
ungual flap	ungual flap	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3010170
ramus anterior of CN VIII	ramus anterior of CN VIII	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3010735
platypus crural gland	platypus crural gland	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011580
lumbar dorsal root ganglion	lumbar dorsal root ganglion	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002836
medial olfactory gyrus	medial olfactory gyrus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002599
middle internodal tract	middle internodal tract	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0015126
larval stage	larval stage	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0000069
gravid uterus	gravid uterus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009098
feather shaft	feather shaft	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011784
epicentral bone	epicentral bone	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001798
ventral thalamus	ventral thalamus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001900
fused carpal bones 2 and 3	fused carpal bones 2 and 3	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0012290
cuspid	cuspid	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003674
scapular process	scapular process	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4200123
mesenchyme of middle ear	mesenchyme of middle ear	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009506
posterior dorsal fin	posterior dorsal fin	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4100014
posterior communicating artery	posterior communicating artery	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001628
primary vitreous	primary vitreous	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005746
gastrointestinal peritoneum	gastrointestinal peritoneum	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3010819
deep vein	deep vein	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0035552
intermediate pretectal nucleus	intermediate pretectal nucleus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0035562
A17 dopaminergic cell group	A17 dopaminergic cell group	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0036004
nictitating membrane lamina	nictitating membrane lamina	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010310
imaginal disc-derived wing	imaginal disc-derived wing	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0000984
pedal digit 2 digitopodial skeleton	pedal digit 2 digitopodial skeleton	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	5103632
subcardinal vein	subcardinal vein	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006296
interscutular muscle	interscutular muscle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010951
caudal root of abducens nerve	caudal root of abducens nerve	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009908
stratum pyramidale of caudal CA3	stratum pyramidale of caudal CA3	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0034811
reticular membrane of spiral organ	reticular membrane of spiral organ	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0007825
auditory system	auditory system	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0016490
stratum pyramidale of caudal CA1	stratum pyramidale of caudal CA1	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0034800
Ruffini nerve ending	Ruffini nerve ending	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0012457
stratum pyramidale of caudal CA2	stratum pyramidale of caudal CA2	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0034805
gustatory nucleus	gustatory nucleus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014760
submucosa of common hepatic duct	submucosa of common hepatic duct	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004940
subsegmental lymph node	subsegmental lymph node	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0035765
caudal part of ventral lateral nucleus	caudal part of ventral lateral nucleus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002608
lymph vasculature	lymph vasculature	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004536
embryonic cement gland	embryonic cement gland	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005093
membranous layer	membranous layer	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0000158
nociceptor	nociceptor	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0035017
tunnel of Corti	tunnel of Corti	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005972
annelid peristomium	annelid peristomium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0018650
corpus	corpus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3000645
urethra	urethra	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0000057
bulge	bulge	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0018306
anterior tegmental nucleus	anterior tegmental nucleus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010036
cervical sympathetic nerve trunk	cervical sympathetic nerve trunk	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0034901
permanent lower tooth	permanent lower tooth	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0018614
neurogenic region	neurogenic region	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	6001057
genu of facial nerve	genu of facial nerve	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014915
autonomic nerve	autonomic nerve	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0034728
urethral sphincter	urethral sphincter	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004917
cerebral vein	cerebral vein	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001663
anterior mesencephalic central artery	anterior mesencephalic central artery	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2005052
submucosa of rectum	submucosa of rectum	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003330
dorsal pelvic gland	dorsal pelvic gland	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4300129
stratum opticum	stratum opticum	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001349
homocercal tail	homocercal tail	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4200055
lumen of blood vessel	lumen of blood vessel	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010161
lower primary molar tooth	lower primary molar tooth	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0013620
lower beak	lower beak	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010013
madreporite	madreporite	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009476
craniofacial suture	craniofacial suture	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009198
M. plantaris longus	M. plantaris longus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3010523
crico-esophageal tendon	crico-esophageal tendon	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011165
dorsal septal nucleus	dorsal septal nucleus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002931
commissure of superior colliculus	commissure of superior colliculus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002583
fused metatarsal bones 3 and 4	fused metatarsal bones 3 and 4	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0013588
ventral throat pleat	ventral throat pleat	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0016620
larval antennal segment	larval antennal segment	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	6001735
alveolar smooth muscle	alveolar smooth muscle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004895
eyelid connective tissue	eyelid connective tissue	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003581
efferent portion of pharyngeal arch artery	efferent portion of pharyngeal arch artery	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2000202
upper eyelash	upper eyelash	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0019254
dentine	dentine	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001751
symplectic	symplectic	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2000692
internal anal sphincter	internal anal sphincter	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001244
postcingulum of deciduous premolar 5	postcingulum of deciduous premolar 5	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0018274
tuber	tuber	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4200132
violet gland	violet gland	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0013234
future glans penis	future glans penis	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0013239
ventral commissural nucleus of spinal cord	ventral commissural nucleus of spinal cord	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0034771
intumescentia bilateralis inferior	intumescentia bilateralis inferior	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3000877
cruciate ligament of knee	cruciate ligament of knee	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006659
palmar digital vein	palmar digital vein	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006140
sublingual ventral cartilage	sublingual ventral cartilage	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001545
blood nerve barrier	blood nerve barrier	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003209
distal carpal bone 1 cartilage	distal carpal bone 1 cartilage	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0015085
paravermic lobule VII	paravermic lobule VII	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0028924
vitreous body	vitreous body	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001798
cricoid cartilage	cricoid cartilage	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002375
male urethra	male urethra	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001333
oblique pericardial sinus	oblique pericardial sinus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010283
renal medulla collecting duct	renal medulla collecting duct	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005185
Wulst	Wulst	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014756
visceral serous pericardium	visceral serous pericardium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002425
hypaxial region somite 9	hypaxial region somite 9	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2000777
intertarsal sesamoid	intertarsal sesamoid	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0017261
hypaxial region somite 7	hypaxial region somite 7	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2000901
hypaxial region somite 8	hypaxial region somite 8	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2000989
hypaxial region somite 5	hypaxial region somite 5	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2000988
trochlea of humerus	trochlea of humerus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0000144
hypaxial region somite 6	hypaxial region somite 6	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2000776
hypaxial region somite 3	hypaxial region somite 3	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2000987
sigmoid artery	sigmoid artery	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0035180
hypaxial region somite 4	hypaxial region somite 4	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2000900
hypaxial region somite 1	hypaxial region somite 1	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2000891
medial longitudinal catecholaminergic tract	medial longitudinal catecholaminergic tract	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2005341
vesicular appendage of epoophoron	vesicular appendage of epoophoron	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0013250
hypaxial region somite 2	hypaxial region somite 2	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2000770
respiratory system fluid/secretion	respiratory system fluid/secretion	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006538
m. dorsalis scapulae	m. dorsalis scapulae	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3010707
vestibular nuclear complex	vestibular nuclear complex	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002673
adult external mesothorax	adult external mesothorax	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	6004578
epicardium of ventricle	epicardium of ventricle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001082
cerebellar commissure	cerebellar commissure	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006847
decussation of diencephalon	decussation of diencephalon	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0007425
internal iliac artery	internal iliac artery	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001309
heterogeneous tissue	heterogeneous tissue	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0015757
lamina V of gray matter of spinal cord	lamina V of gray matter of spinal cord	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0016576
anterior communicating artery	anterior communicating artery	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006764
mediodorsal tooth row	mediodorsal tooth row	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001139
preoptic periventricular nucleus	preoptic periventricular nucleus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002622
1st arch maxillary endoderm	1st arch maxillary endoderm	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0013154
mandible temporal crest	mandible temporal crest	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004661
caudate nucleus	caudate nucleus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001873
nucleus of medulla oblongata	nucleus of medulla oblongata	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0007635
forceps major of corpus callosum	forceps major of corpus callosum	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0034676
trochanteric crest	trochanteric crest	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3000898
right lung	right lung	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002167
cuneiform cartilage	cuneiform cartilage	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011157
posterolateral visual area, layer 4	posterolateral visual area, layer 4	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0035919
lateral hypothalamic nucleus	lateral hypothalamic nucleus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001937
epiphysis of first metacarpal bone	epiphysis of first metacarpal bone	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004391
cervical cavity	cervical cavity	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0013761
mammary gland	mammary gland	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001911
lumen of esophagus	lumen of esophagus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011566
infra-orbital nerve	infra-orbital nerve	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0018408
common cardinal vein	common cardinal vein	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002064
peritoneum	peritoneum	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002358
lymphomyeloid tissue	lymphomyeloid tissue	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0034769
femoral gland	femoral gland	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011263
secondary ovarian follicle	secondary ovarian follicle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0000036
fauces	fauces	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0035120
middle ear	middle ear	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001756
back connective tissue	back connective tissue	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004267
ventral keel of coracoid	ventral keel of coracoid	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2002030
primary chorionic villus	primary chorionic villus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009993
nasal cavity respiratory epithelium	nasal cavity respiratory epithelium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005385
auditory fenestra	auditory fenestra	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2002066
dorsal thoracic nucleus	dorsal thoracic nucleus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002246
endocardium of left auricle	endocardium of left auricle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011006
inferior olivary nucleus	inferior olivary nucleus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0007244
isla magna of Calleja	isla magna of Calleja	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0023868
intraorbital lacrimal gland	intraorbital lacrimal gland	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0019324
thoracic rib cage	thoracic rib cage	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003252
bone of upper jaw	bone of upper jaw	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011597
ocular angle artery	ocular angle artery	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010408
heart tube	heart tube	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004141
perineurium	perineurium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0000121
lateral lemniscus	lateral lemniscus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002953
hepatopancreas	hepatopancreas	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010264
proximal epiphysis of second metacarpal bone	proximal epiphysis of second metacarpal bone	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004423
mucosa of cystic duct	mucosa of cystic duct	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004988
limb villosities	limb villosities	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3010721
endochondral scleral ossicle	endochondral scleral ossicle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010297
plane of autotomy bisecting joint	plane of autotomy bisecting joint	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0035089
transparent eye structure	transparent eye structure	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005389
inferior ophthalmic vein	inferior ophthalmic vein	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011193
wall of blood vessel	wall of blood vessel	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0035965
remnant of urachus	remnant of urachus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006638
ureteropelvic junction	ureteropelvic junction	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009972
