value_en	description_en	codesystem	code	description_code	iri
anterior lateral line primordium	anterior lateral line primordium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2005117
prearticular bone	prearticular bone	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011637
middle phalanx of manus	middle phalanx of manus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003864
future pituitary gland	future pituitary gland	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0034875
CA2 field of hippocampus	CA2 field of hippocampus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003882
nervous system lemniscus	nervous system lemniscus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003001
external acoustic meatus osseus part	external acoustic meatus osseus part	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006496
umbilical cord blood	umbilical cord blood	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0012168
utricle valve	utricle valve	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003979
intermediate nucleus	intermediate nucleus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2002202
respiratory system	respiratory system	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001004
crypt of Lieberkuhn of duodenum	crypt of Lieberkuhn of duodenum	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0013482
median extrascapular	median extrascapular	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4200103
future neurohypophysis	future neurohypophysis	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0034876
septum	septum	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003037
posterior ramus of pterygoid	posterior ramus of pterygoid	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3000451
urogenital membrane	urogenital membrane	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006307
pharyngobranchial cartilage	pharyngobranchial cartilage	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001533
vestibulocerebellar tract	vestibulocerebellar tract	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002552
hepatic sinusoid of right of lobe of liver	hepatic sinusoid of right of lobe of liver	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009549
regurgitated pellet	regurgitated pellet	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0036018
facial motor nucleus	facial motor nucleus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003011
submandibular duct	submandibular duct	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002334
primary palate epithelium	primary palate epithelium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005659
otolymph	otolymph	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006586
basiotic bone	basiotic bone	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009468
paraventricular nucleus of the hypothalamus descending division - dorsal parvicellular part	paraventricular nucleus of the hypothalamus descending division - dorsal parvicellular part	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014596
female membranous urethra	female membranous urethra	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0012301
right lung cranial lobe lobar bronchus mesenchyme	right lung cranial lobe lobar bronchus mesenchyme	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004899
inter-coracoid joint	inter-coracoid joint	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2002040
pleuropericardial folds	pleuropericardial folds	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006278
sublaminar layer S1	sublaminar layer S1	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0008922
posterior stroma of cornea	posterior stroma of cornea	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003953
distal phalanx of pedal digit 5	distal phalanx of pedal digit 5	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004319
vestibular gland	vestibular gland	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011826
gastrointestinal system epithelium	gastrointestinal system epithelium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004808
distal phalanx of pedal digit 3	distal phalanx of pedal digit 3	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004317
distal phalanx of pedal digit 4	distal phalanx of pedal digit 4	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004318
distal phalanx of pedal digit 1	distal phalanx of pedal digit 1	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004315
postzonal element	postzonal element	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3000938
distal phalanx of pedal digit 2	distal phalanx of pedal digit 2	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004316
dorsal nasal meatus	dorsal nasal meatus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0015223
arch of centrum of vertebra	arch of centrum of vertebra	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010358
bodily fluid	bodily fluid	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006314
central gray substance	central gray substance	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0035011
primitive urogenital sinus	primitive urogenital sinus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0000164
future meninx	future meninx	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0007645
sublaminar layer S5	sublaminar layer S5	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0008926
sublaminar layer S4	sublaminar layer S4	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0008925
sublaminar layer S3	sublaminar layer S3	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0008924
sublaminar layer S2	sublaminar layer S2	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0008923
blood brain barrier	blood brain barrier	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0000120
chorda tendinea of left ventricle	chorda tendinea of left ventricle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014851
thoracic cavity blood vessel	thoracic cavity blood vessel	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003519
hypochordal lepidotrichium	hypochordal lepidotrichium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4200009
isthmus of fallopian tube	isthmus of fallopian tube	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0016632
hump	hump	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0013657
intermediolateral nucleus	intermediolateral nucleus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002175
pars glenoidalis of quadratojugal	pars glenoidalis of quadratojugal	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3000653
segmental subdivision of hindbrain	segmental subdivision of hindbrain	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004733
sublingual dorsal and ventral fused	sublingual dorsal and ventral fused	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001333
lumen of nutrient foramen	lumen of nutrient foramen	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0012117
zygomatic process of frontal bone	zygomatic process of frontal bone	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0012109
tube lumen	tube lumen	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005082
posterior naris	posterior naris	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001426
lens cortex	lens cortex	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0000389
subtemporal fossa	subtemporal fossa	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001974
subdivision of head	subdivision of head	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001444
atrium cardiac jelly	atrium cardiac jelly	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005261
caudal intralaminar nuclear group	caudal intralaminar nuclear group	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0019295
umbilical vein	umbilical vein	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002066
ecto-epithelium	ecto-epithelium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010371
habenulo-interpeduncular tract of diencephalon	habenulo-interpeduncular tract of diencephalon	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0022649
ascidian ocellus	ascidian ocellus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009893
mesentery of midgut	mesentery of midgut	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003284
mandible condylar process	mandible condylar process	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004657
axillary glands	axillary glands	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3010011
immature anterior otolith	immature anterior otolith	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001102
middle phalanx of manual digit 1	middle phalanx of manual digit 1	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4200219
middle phalanx of manual digit 2	middle phalanx of manual digit 2	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004320
anterior ventrolateral plate	anterior ventrolateral plate	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4300026
trachea	trachea	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003126
middle phalanx of manual digit 3	middle phalanx of manual digit 3	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004321
middle phalanx of manual digit 4	middle phalanx of manual digit 4	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004322
middle phalanx of manual digit 5	middle phalanx of manual digit 5	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004323
jaw skeleton	jaw skeleton	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001708
respiratory primordium epithelium	respiratory primordium epithelium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0036072
embryonic/larval central nervous system	embryonic/larval central nervous system	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	6001919
jaw depressor muscle	jaw depressor muscle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011151
infraorbital lateral line neuromast	infraorbital lateral line neuromast	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2000813
mossy fiber	mossy fiber	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2002210
Ongur, Price, and Ferry (2003) area 11l	Ongur, Price, and Ferry (2003) area 11l	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0028427
Ongur, Price, and Ferry (2003) area 11m	Ongur, Price, and Ferry (2003) area 11m	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0028416
lesser sciatic notch	lesser sciatic notch	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014436
anterior fontanel	anterior fontanel	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002510
primitive knot	primitive knot	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003062
aortic body	aortic body	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0034971
mixed dentition	mixed dentition	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0007799
central tegmental tract of pons	central tegmental tract of pons	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002783
ceratobranchial 4 cartilage	ceratobranchial 4 cartilage	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001519
Ongur, Price, and Ferry (2003) area 10o	Ongur, Price, and Ferry (2003) area 10o	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0028414
Ongur, Price, and Ferry (2003) area 10p	Ongur, Price, and Ferry (2003) area 10p	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0028412
Ongur, Price, and Ferry (2003) area 10m	Ongur, Price, and Ferry (2003) area 10m	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0028415
endohypothalamic tract	endohypothalamic tract	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2005343
erector spinae muscle group	erector spinae muscle group	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002462
Ongur, Price, and Ferry (2003) area 10r	Ongur, Price, and Ferry (2003) area 10r	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0028413
pectoral fin radial element	pectoral fin radial element	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2101586
splanchnic layer of lateral plate mesoderm	splanchnic layer of lateral plate mesoderm	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004872
Ongur, Price, and Ferry (2003) area 10l	Ongur, Price, and Ferry (2003) area 10l	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0028437
Ongur, Price, and Ferry (2003) area 14c	Ongur, Price, and Ferry (2003) area 14c	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0028421
vagina sebaceous gland	vagina sebaceous gland	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003485
ceratobranchial bone	ceratobranchial bone	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2000488
ventral posteroinferior nucleus	ventral posteroinferior nucleus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002939
cardiac muscle of left atrium	cardiac muscle of left atrium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003380
lumen of digestive tract	lumen of digestive tract	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006909
hyomandibular cartilage	hyomandibular cartilage	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011607
sutural bone	sutural bone	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010727
lumbrical muscle of pes	lumbrical muscle of pes	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001504
posterior semicircular canal	posterior semicircular canal	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001842
Ongur, Price, and Ferry (2003) area 13l	Ongur, Price, and Ferry (2003) area 13l	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0028429
Ongur, Price, and Ferry (2003) area 13m	Ongur, Price, and Ferry (2003) area 13m	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0028428
Ongur, Price, and Ferry (2003) area 13b	Ongur, Price, and Ferry (2003) area 13b	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0028418
Ongur, Price, and Ferry (2003) area 13a	Ongur, Price, and Ferry (2003) area 13a	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0028419
integumentary papilla	integumentary papilla	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4000028
ossified tendon	ossified tendon	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4000134
mesial parasymphysial foramen	mesial parasymphysial foramen	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4200246
central medullary reticular nuclear complex	central medullary reticular nuclear complex	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0035940
extraembryonic membrane mesenchyme	extraembryonic membrane mesenchyme	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010333
vascular plexus	vascular plexus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005629
vasculature of central nervous system plus retina	vasculature of central nervous system plus retina	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0036302
psoas minor muscle	psoas minor muscle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001372
surface of prostate	surface of prostate	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0035480
secondary ossification center	secondary ossification center	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010357
inner medulla of kidney	inner medulla of kidney	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001294
knee joint	knee joint	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001485
submucosa of left hepatic duct	submucosa of left hepatic duct	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004942
fin	fin	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0008897
superficial lymph node	superficial lymph node	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0015917
cephalic neural fold	cephalic neural fold	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009748
medial funicular nucleus medulla oblongata	medial funicular nucleus medulla oblongata	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2000389
right dome of diaphragm	right dome of diaphragm	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0007167
respiratory system venous blood vessel	respiratory system venous blood vessel	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003476
mucosa of renal pelvis	mucosa of renal pelvis	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005006
hippocampal sulcus	hippocampal sulcus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002899
calcareous tooth	calcareous tooth	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001091
transverse muscle of tongue	transverse muscle of tongue	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0008583
segmental subdivision of nervous system	segmental subdivision of nervous system	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004732
1st arch maxillary ectoderm	1st arch maxillary ectoderm	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0012313
epithelium of lens	epithelium of lens	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001803
tibiotarsus cartilage element	tibiotarsus cartilage element	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010902
jaw mesenchyme	jaw mesenchyme	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0034995
outer renal medulla vasa recta	outer renal medulla vasa recta	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004775
ascending cervical artery	ascending cervical artery	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0012322
lamina IX of gray matter of spinal cord	lamina IX of gray matter of spinal cord	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0016580
perirhinal cortex of rodent of Burwell et al 1995	perirhinal cortex of rodent of Burwell et al 1995	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0025584
mesentery of rectum	mesentery of rectum	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003395
immature anterior macula	immature anterior macula	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001096
appendage blood vessel	appendage blood vessel	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0007301
brain commissure	brain commissure	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005970
fin taste bud	fin taste bud	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0034723
water vascular system	water vascular system	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0008251
supraacetabular buttress	supraacetabular buttress	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4200039
fundus of gallbladder	fundus of gallbladder	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006081
thoracic spinal cord lateral column	thoracic spinal cord lateral column	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005847
anal depressor	anal depressor	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2000466
lateral palpebral artery	lateral palpebral artery	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014772
superficial fibular nerve	superficial fibular nerve	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0035526
mandibular symphysis	mandibular symphysis	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006606
helicis major	helicis major	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0008603
cranial glands	cranial glands	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3010604
webbed interdigital region between pedal digits	webbed interdigital region between pedal digits	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0008439
stratum argenteum of choroid	stratum argenteum of choroid	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0013397
branched pectoral fin ray	branched pectoral fin ray	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001993
proximal epiphysis of fibula	proximal epiphysis of fibula	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0008775
metanephridium	metanephridium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006974
palpebral vein	palpebral vein	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014769
ninth thoracic dorsal root ganglion	ninth thoracic dorsal root ganglion	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002852
suprasylvian sulcus	suprasylvian sulcus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0013593
principal gastric gland	principal gastric gland	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009971
mesonephric connecting tubule	mesonephric connecting tubule	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006189
basibranchial 2 bone	basibranchial 2 bone	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001224
hypochordal radial	hypochordal radial	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0018324
secondary heart field	secondary heart field	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009889
lamina propria of large intestine	lamina propria of large intestine	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011189
metanephric juxtaglomerular apparatus	metanephric juxtaglomerular apparatus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004738
primary muscle spindle	primary muscle spindle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004010
lower oral valve	lower oral valve	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2000233
dorsolateral motor nucleus of vagal nerve	dorsolateral motor nucleus of vagal nerve	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2002192
peripheral nervous system	peripheral nervous system	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0000010
superior thyroid vein	superior thyroid vein	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0007157
optic chiasma	optic chiasma	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0000959
membranous urethra of male or female	membranous urethra of male or female	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001336
row of feathers	row of feathers	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0013512
interphalangeal joint of manual digit 5	interphalangeal joint of manual digit 5	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0007732
interphalangeal joint of manual digit 4	interphalangeal joint of manual digit 4	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0007731
interphalangeal joint of manual digit 3	interphalangeal joint of manual digit 3	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0007730
deep brachial artery	deep brachial artery	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001399
interphalangeal joint of manual digit 2	interphalangeal joint of manual digit 2	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0007729
interphalangeal joint of manual digit 1	interphalangeal joint of manual digit 1	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0007723
digital artery	digital artery	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004552
epitheliochorial placenta	epitheliochorial placenta	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0036161
hyobranchial muscle	hyobranchial muscle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3000224
metanephric glomerular mesangium	metanephric glomerular mesangium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005119
parasymphysial plate	parasymphysial plate	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4200245
internal pudendal vein	internal pudendal vein	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0018252
jaw epithelium	jaw epithelium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0035037
tail fold of embryonic disc	tail fold of embryonic disc	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009747
tadpole stage	tadpole stage	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009849
egg chorion	egg chorion	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0000920
serosa of small intestine	serosa of small intestine	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001206
centrale	centrale	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0012131
lepidotrichial segment	lepidotrichial segment	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4300108
mesothelium of serous pericardium	mesothelium of serous pericardium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0007188
saphenous vein	saphenous vein	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0007318
parametrium	parametrium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010391
sexually immature stage	sexually immature stage	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0000112
serosa of intestine	serosa of intestine	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001243
replacement element	replacement element	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010522
limb endochondral element	limb endochondral element	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0015061
anatomical projection	anatomical projection	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004529
duodenal gland	duodenal gland	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001212
hyoid plate	hyoid plate	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3000664
sequestrum	sequestrum	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0008957
strand of hair of face	strand of hair of face	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010171
bulbus cordis myocardium	bulbus cordis myocardium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005248
marginal venous sinus	marginal venous sinus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0017637
medullary ray	medullary ray	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009883
intestinal bulb	intestinal bulb	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001076
lumen of jejunum	lumen of jejunum	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0016517
orbital part of inferior frontal gyrus	orbital part of inferior frontal gyrus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002624
articular surface	articular surface	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4100003
mesonephric glomerular capillary	mesonephric glomerular capillary	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006183
gut wall	gut wall	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0000328
interdigital region between pedal digits 3 and 4	interdigital region between pedal digits 3 and 4	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006044
inferior nasal meatus	inferior nasal meatus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0015220
caudal anterior cingulate cortex	caudal anterior cingulate cortex	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0028715
obturator internus	obturator internus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011048
quadrate dorsal process	quadrate dorsal process	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001610
interarcual bone	interarcual bone	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4500017
epithelium of terminal part of digestive tract	epithelium of terminal part of digestive tract	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0016885
blastopore lip	blastopore lip	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3010455
